"","Gay...Lesbian","Science.Fiction...Fantasy","Mystery...Suspense","Romance","Kids...Family","Animation","Comedy","Faith...Spirituality","Horror","Adult","Western","Cult.Movies","Television","Anime...Manga","Sports...Fitness","Drama","Classics","Documentary","Action...Adventure","Art.House...International","Special.Interest","Musical...Performing.Arts","userAvgScore","movie_year","movie_cluster","movie_avgScore"
"66227",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.819957,"2002",178,3.357929
"22212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.329091,"1999",793,3.386253
"42872",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.188437,"2001",52,3.61857
"72930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.547278,"2001",620,3.534279
"21624",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.979369,"1996",475,2.735273
"44857",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.336218,"1995",318,3.653447
"30077",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3.880645,"1999",208,3.832858
"44846",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.155425,"1994",540,3.558991
"65159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.232074,"1981",471,3.659474
"99925",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.975845,"2003",443,3.360761
"7354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.791423,"1985",646,3.864035
"33171",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.857143,"2004",501,3.425445
"3532",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.413999,"1977",515,3.762077
"88401",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.435897,"1980",823,3.863433
"67559",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.579618,"2002",76,4.005862
"23569",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.094017,"2004",567,2.968401
"29896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.160494,"1984",536,3.985602
"38381",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.835671,"2003",17,3.974011
"63409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.780822,"2001",274,3.04611
"27487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.610619,"2003",603,3.560767
"55782",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.153186,"2005",22,3.405241
"18137",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.805621,"1965",11,4.007858
"6955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.855295,"1988",317,3.643462
"6434",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.522059,"1997",277,3.163521
"58040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.962138,"1980",869,4.034575
"5331",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.814433,"1998",474,3
"94196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223565,"1984",33,4.067393
"83900",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.069444,"2004",439,3.631249
"95097",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.771226,"1979",267,3.916896
"15953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.321716,"1998",221,3.208015
"23006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.805755,"1997",148,3.527853
"27729",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.955224,"1944",569,3.730594
"55919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.254717,"2000",379,2.973117
"99016",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.194946,"1952",347,3.905969
"67277",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.012987,"1974",240,3.451104
"89332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.711019,"1976",69,3.893239
"50204",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.155172,"2005",11,3.24837
"73425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.799087,"2003",13,4.723066
"36241",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.671141,"2000",123,2.945144
"79647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.130435,"1999",521,3.291348
"83863",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.053498,"2000",123,2.945144
"46753",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.142857,"1997",273,3.621725
"91161",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553571,"2000",448,3.387219
"48220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.415057,"2001",569,3.215895
"94061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.403846,"1994",201,3.138377
"6500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.348854,"1995",379,4.371916
"90205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.459893,"2002",777,3.78504
"96036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62069,"2003",753,3.423639
"27836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,"1987",554,3.799101
"47128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.058224,"1996",720,3.291559
"4736",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.141593,"2001",170,3.429383
"41308",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.157895,"2004",776,4.165076
"89565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3.373775,"2003",579,3.664517
"68341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.626761,"1984",737,3.358244
"81067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.922078,"1992",652,3.314659
"40317",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.941283,"2003",333,2.108635
"62488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.519084,"2004",133,2.908913
"67483",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48105,"1978",9,3.584134
"1539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8663,"2003",406,3.55219
"61622",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.306613,"1985",150,3.95092
"43",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.104167,"2000",155,3.834513
"1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.529563,"2001",61,2.777273
"19107",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.07948,"1998",257,3.639784
"5970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.675676,"1989",944,3.708011
"13688",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3.918919,"1988",479,3.354917
"54739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.312303,"2003",17,3.704385
"62354",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2.757401,"1997",615,3.55724
"81424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.061716,"2003",357,3.54584
"53464",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.842022,"2001",148,4.434549
"29290",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.003534,"1998",26,3.107109
"93286",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.513158,"2002",571,2.961311
"52732",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.740675,"1999",851,3.25113
"36332",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.539617,"2002",178,3.357929
"81003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.936508,"2000",258,2.250784
"32184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.457692,"1995",621,3.666299
"63119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.83358,"1995",291,3.544544
"93879",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61991,"2004",42,3.421756
"79105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.546392,"1998",299,4.294902
"64732",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.730104,"2000",218,3.78264
"88823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"2003",148,4.545413
"90573",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.041133,"1993",773,2.842324
"82769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.662033,"1983",182,3.718461
"67364",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.714286,"1994",619,4.350182
"78288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31813,"1986",900,3.425408
"7281",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.898734,"2002",558,3.534562
"69112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.310225,"2000",503,3.784194
"88150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.277778,"1990",925,3.309295
"40740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.87643,"1982",52,3.935041
"77611",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.28802,"1989",82,3.361984
"68149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.795322,"2003",255,3.549393
"36000",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.036765,"2000",499,2.989924
"35028",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.164179,"1998",708,3.505587
"68376",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.908088,"1995",241,3.721545
"92185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.654255,"2001",215,3.625289
"45393",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.658169,"1992",204,3.434482
"97273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.022989,"2003",661,3.136057
"26027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.080034,"1996",970,3.215289
"61385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.855422,"1966",439,3.754985
"27531",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.752294,"2002",178,3.357929
"89866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.854651,"1975",267,4.173679
"97142",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.606299,"1999",68,3.381892
"10537",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.961722,"1997",691,3.888849
"85012",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.924577,"2000",192,3.219687
"70509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.300885,"1973",990,3.925443
"85536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.831989,"1989",727,2.978241
"72048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.630435,"1998",133,3.503304
"47694",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.542484,"1995",106,2.957799
"38243",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.733813,"2003",74,3.837398
"90037",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.82446,"1994",310,3.859461
"41228",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.405405,"2005",259,3.676244
"39310",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.461187,"1987",4,3.672642
"80519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.892982,"2004",178,3.478505
"25467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.659794,"2004",43,2.835533
"88392",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.966981,"1997",801,3.785844
"57283",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.460061,"1991",128,3.434812
"51745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.259414,"1987",685,3.661482
"54906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.192568,"1989",484,4.333289
"14085",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.207207,"1989",99,3.114057
"84137",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.873626,"1972",783,3.516301
"52835",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3.528487,"1990",493,3.70514
"29527",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.688645,"1994",88,3.74786
"55377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.979592,"1994",317,4.59329
"81799",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.84594,"1996",133,3.519819
"47662",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.629934,"2000",806,3.179099
"43501",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.857143,"1999",68,3.381892
"41716",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.367347,"2004",659,2.924365
"25074",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.803758,"1969",574,3.770274
"97822",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.085227,"2004",480,4.010509
"46761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.951613,"1999",132,3.70117
"54239",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3.630631,"2000",554,3.3613
"5530",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.544231,"1995",331,3.650394
"11057",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.623377,"2003",328,3.861951
"2762",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.670628,"1983",488,3.317241
"43399",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285319,"1996",259,3.857214
"69890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.371542,"2001",687,3.347181
"64601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.954155,"1959",387,3.707849
"11004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.129032,"2003",933,3.442164
"31109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.538043,"2002",136,3.158269
"27926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408194,"1971",242,3.96719
"61464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.744041,"1981",333,3.858598
"49430",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.55868,"1996",42,3.412418
"95715",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.643098,"2002",438,2.993749
"90795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3.521739,"1975",709,4.277093
"96939",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3.766311,"2001",802,3.85996
"98974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.916667,"1988",718,3.526558
"59493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.088,"2000",136,3.776416
"90637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.112903,"2002",957,3.553505
"4156",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.749425,"1985",664,3.672007
"93462",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.343458,"1999",52,3.359726
"81042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,"2002",408,3.871634
"78534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.410194,"1961",870,3.889494
"78413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.138861,"2003",779,3.434634
"45896",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.362903,"1997",61,3.571383
"9890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.090909,"2004",342,3.405063
"27797",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07907,"2002",537,3.793098
"81296",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.187743,"1995",531,3.896428
"26469",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.683992,"1975",490,3.886148
"83487",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.984211,"2000",187,4.303165
"89158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.469322,"1991",561,3.745043
"56961",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.628366,"1994",446,3.61242
"14575",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.614423,"2003",29,3.761979
"43320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3.496678,"1997",260,3.305943
"43021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.340571,"1954",218,4.241076
"72514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.513661,"1981",333,3.858598
"13467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.467337,"1997",260,3.597048
"40392",0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3.483696,"2004",224,3.196941
"1704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.546438,"1964",295,4.147655
"62260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.590729,"1987",223,3.202158
"22576",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.942529,"2001",625,4.115143
"35887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.123967,"1999",938,3.479431
"67790",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.61825,"1986",123,3.434526
"1089",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.998239,"1991",486,3.793762
"2030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.752113,"2004",377,3.373453
"41214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.802985,"1993",527,3.82545
"59042",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.499246,"1980",419,3.519872
"97547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,"1999",409,2.703539
"54850",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.632727,"1999",52,3.359726
"85100",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14046,"1997",322,3.299924
"88617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.412766,"1999",352,3.428434
"72431",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.320755,"1993",2,3.790753
"22890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.146209,"1980",420,3.497975
"38283",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.403649,"1999",296,2.940189
"13051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.59375,"2003",779,3.434634
"97495",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.409091,"2004",350,3.751418
"90687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.525253,"2001",58,4.289239
"27177",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.218377,"1982",631,3.50351
"32762",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.915888,"1997",133,3.852399
"75459",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.993197,"1996",209,3.260393
"64853",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.681763,"1951",534,3.885234
"60788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,"1998",772,3.378151
"28789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.968254,"2002",877,3.594035
"15270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.858108,"1993",38,3.759085
"32302",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,"2003",580,2.237333
"16426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143508,"1986",935,3.53185
"83089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.814465,"2004",560,3.274906
"34481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.997006,"1997",967,3.454647
"42018",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.532026,"2003",480,4.154146
"74140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.736351,"1996",413,3.435918
"92110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.263644,"2002",429,3.850366
"22720",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.752137,"2003",162,3.934715
"88290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.65945,"1997",300,2.311224
"98137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.323105,"2004",5,3.748854
"2324",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.442495,"1979",88,3.539544
"61653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.998658,"1992",135,3.709089
"93085",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.898333,"1999",276,3.06032
"31021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.034768,"1988",101,3.473286
"6115",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.591252,"1978",36,3.694288
"10689",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.036706,"2001",625,4.115143
"69586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.037247,"1987",704,4.110475
"26598",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.607143,"1999",68,3.381892
"54243",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666667,"2004",832,4.144885
"59436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.668293,"2003",921,3.104209
"6293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.90678,"1996",805,3.574021
"84394",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.22905,"2003",416,3.584443
"37566",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.709459,"1980",200,4.543761
"73762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.352863,"1999",790,3.509959
