"","X","year","name","cluster","avgScore"
"15503",15503,"1975","Aloha,Bobby and Rose",918,2.769231
"15504",15504,"1930","Murder!",738,2.997487
"15505",15505,"1997","Moon Over Broadway",590,3.081851
"15506",15506,"2001","I Love You Baby",476,2.917832
"15507",15507,"1945","State Fair",21,3.607304
"15508",15508,"1994","Dead Tired",56,2.941176
"15509",15509,"2004","Entourage: Season 1",302,4.093997
"15510",15510,"1999","Bad Trip",711,2.118056
"15511",15511,"2002","Last Orders",961,3.215487
"15512",15512,"2001","Mindstorm",924,2.436548
"15513",15513,"2004","Facing Windows",306,3.611003
"15514",15514,"2002","Behind the Red Door",663,3.002237
"15515",15515,"1998","Belly",830,3.529297
"15516",15516,"1992","Sarafina!",942,3.424165
"15517",15517,"2001","How to Kill Your Neighbor's Dog",879,3.209302
"15518",15518,"1995","Kavanagh Q.C.: Mute of Malice",758,3.5
"15519",15519,"1980","House on the Edge of the Park",352,2.627027
"15520",15520,"2005","Michael & Me",6,3.30303
"15521",15521,"2004","Without Conscience",514,2.741935
"15522",15522,"2004","The Winning Season",320,3.067532
"15523",15523,"2004","The Inspector Lynley Mysteries: A Traitor to Memory",8,4.036111
"15524",15524,"2001","A Woman's a Helluva Thing",933,2.379085
"15525",15525,"1979","H.O.T.S.",632,2.677966
"15526",15526,"1985","Live Aid",256,3.711061
"15527",15527,"1999","Golfballs!",235,2.469388
"15528",15528,"2003","The Hulk: Bonus Material",34,2.89
"15529",15529,"1997","Money Talks",936,3.42644
"15530",15530,"1992","Howards End",924,3.837076
"15531",15531,"1996","Courage Under Fire",1000,3.646783
"15532",15532,"1999","She's All That",793,3.386253
"15533",15533,"2004","Jay-Z: Fade to Black",855,3.663584
"15534",15534,"2001","Inu-Yasha: The Movie: Affections Touching Across Time",648,4.185025
"15535",15535,"1999","Mysteries of the Deep: Legendary Shipwrecks: Lost Ships of the Mediterranean",93,3.228346
"15536",15536,"2004","Decasia: The State of Decay",50,2.734127
"15537",15537,"1949","Impact",949,3.128834
"15538",15538,"2004","Fullmetal Alchemist",704,4.607807
"15539",15539,"2002","Suicide Club",17,3.18142
"15540",15540,"1989","Born on the Fourth of July",915,3.432834
"15541",15541,"1994","Bloodfist 6: Ground Zero",181,2.57732
"15542",15542,"1994","Legend of the Red Dragon",134,3.310733
"15543",15543,"2004","Nature: Sharks",11,3.347518
"15544",15544,"2004","Head-On",970,3.467391
"15545",15545,"1997","Selena",214,3.572358
"15546",15546,"1998","The Real Blonde",173,2.792108
"15547",15547,"1999","Fortress 2",139,2.756884
"15548",15548,"1969","H.R. Pufnstuf",992,3.147186
"15549",15549,"2000","The Skulls",552,3.367573
"15550",15550,"1987","Hello Kitty Becomes a Princess",795,2.971347
"15551",15551,"1953","Beneath the 12-Mile Reef",889,2.78
"15552",15552,"1932","The Three Stooges: Greatest Hits & Rarities",15,3.906409
"15553",15553,"2001","Promises",471,3.952769
"15554",15554,"1999","Mystery Science Theater 3000: Boggy Creek II: And the Legend Continues",349,3.900452
"15555",15555,"2003","Duplex (Full-screen)",216,3.196907
"15556",15556,"1967","Weekend",918,3.521912
"15557",15557,"1999","Futurama: Vol. 3",714,4.337893
"15558",15558,"2001","All About Lily Chou-Chou",116,3.025253
"15559",15559,"1980","The Grim Reaper",910,2.022472
"15560",15560,"2000","Turbulence 3: Heavy Metal (Special Edition)",694,2.265537
"15561",15561,"1996","VeggieTales: The Toy That Saved Christmas",346,4.023483
"15562",15562,"2000","XChange",850,2.77154
"15563",15563,"2003","Mona Lisa Smile",753,3.423639
"15564",15564,"2003","Looney Tunes: Stranger Than Fiction",64,3.048485
"15565",15565,"1978","Dawn of the Dead: Documentaries",827,3.92372
"15566",15566,"2000","Eye of the Killer",479,2.932258
"15567",15567,"1987","Grateful Dead: Ticket to New Year's",465,3.638258
"15568",15568,"1984","Cheers: Season 3",26,3.959416
"15569",15569,"1985","Miss Marple Mysteries: A Pocketful of Rye",517,3.999053
"15570",15570,"1999","Passport to Paris",943,3.200071
"15571",15571,"2001","Johnny Cash: The Anthology",757,3.783784
"15572",15572,"2004","Tsukihime Lunar Legend",871,3.838542
"15573",15573,"2005","Rise of the Undead",479,1.493976
"15574",15574,"1994","Marmalade Boy: Ultimate Scrapbook: Vol. 2",502,3.917808
"15575",15575,"1951","Royal Wedding",362,3.556753
"15576",15576,"1994","Bad Girls",912,3.457999
"15577",15577,"2001","Ski Movie II: High Society",881,3.329897
"15578",15578,"1996","Black Sheep",823,3.555231
"15579",15579,"1999","Sheryl Crow: Rockin' the Globe Live",635,2.974178
"15580",15580,"1999","Robbie the Reindeer in Hooves of Fire and the Legend of the Lost Tribe",433,2.997525
"15581",15581,"1973","Detroit 9000",870,2.719626
"15582",15582,"2002","Sweet Home Alabama",935,3.538392
"15583",15583,"1983","Beethoven: Symphony No. 9: Karajan",218,3.401914
"15584",15584,"2003","Rugrats All Grown Up: Growing Up Changes Everything",24,3.404858
"15585",15585,"2001","Ajnabee",511,2.963918
"15586",15586,"1993","A Man in Uniform",487,2.434109
"15587",15587,"2005","Mythical Detective Loki Ragnarok",755,4.108108
"15588",15588,"1998","Reagan: American Experience",191,3.474419
"15589",15589,"1959","Classic Sci-Fi Movies: In the Year 2889 / They Came From Beyond Space / Teenagers From Outer Space",143,2.514019
"15590",15590,"2002","Jam Miami: A Celebration of Latin Jazz",306,3.180451
"15591",15591,"2001","Extreme Days",763,2.644347
"15592",15592,"1994","Camp Nowhere",895,3.509442
"15593",15593,"1965","Color Me Blood Red",760,2.681818
"15594",15594,"1972","MASH: Season 1",124,4.120644
"15595",15595,"2001","The Omen Legacy",51,2.945652
"15596",15596,"2001","Irresponsible Captain Tylor OVA",421,3.653631
"15597",15597,"1985","Day of the Dead",9,3.481525
"15598",15598,"1999","The Basket",52,3.035191
"15599",15599,"1974","The Front Page",963,3.181058
"15600",15600,"2004","Lakshya",890,3.432836
"15601",15601,"1996","Gotti",762,3.312876
"15602",15602,"2002","U.S. Seals: Dead or Alive",483,2.21608
"15603",15603,"1980","Young Master",757,3.520231
"15604",15604,"1991","Robert Townsend: Partners in Crime: Vol. 3",32,3.05303
"15605",15605,"2000","The Life and Times of Steve Marriott",210,3.019231
"15606",15606,"1988","Alien from L.A.",87,2.336207
"15607",15607,"1925","Earth / The End of St. Petersburg / Chess Fever: Triple Feature",995,3.311321
"15608",15608,"1972","The Bitter Tears of Petra Von Kant",101,2.997904
"15609",15609,"2001","South Park: Season 5",819,4.362874
"15610",15610,"1981","The Prowler",82,2.586854
"15611",15611,"2001","Up Against Amanda",990,2.188172
"15612",15612,"2002","Ray Charles: Live at the Montreux Jazz Festival",282,3.188679
"15613",15613,"1948","A Connecticut Yankee in King Arthur's Court / The Emperor Waltz: Double Feature",463,3.493243
"15614",15614,"1988","Lemon Sky",145,2.460784
"15615",15615,"2002","Tony Hawk's Gigantic Skatepark Tour 2002",222,3.464865
"15616",15616,"1996","All Dogs Go to Heaven 2",760,3.320253
"15617",15617,"1996","Hype",578,3.515982
"15618",15618,"2005","Fairly Oddparents: School's Out! The Musical",922,3.509615
"15619",15619,"1987","House II: The Second Story",960,2.83516
"15620",15620,"2002","Hell's Gate",735,2.205645
"15621",15621,"1999","Time Out With Britney Spears",962,2.959677
"15622",15622,"1994","The Ultimate Beginner Series: Acoustic Guitar Basics",200,2.958084
"15623",15623,"1997","Painted Lady (Masterpiece Theatre)",433,3.534224
"15624",15624,"1996","Cosi",99,3.398777
"15625",15625,"2002","Keep the Faith,Baby",748,3.196078
"15626",15626,"2000","Taal",962,3.470361
"15627",15627,"1981","Excalibur",778,3.727367
"15628",15628,"1976","Car Wash",898,3.347928
"15629",15629,"2004","The Place Promised in Our Early Days",768,3.847826
"15630",15630,"1982","T.J. Hooker: Seasons 1 & 2",222,2.968085
"15631",15631,"1983","Christine: Special Edition",561,3.520577
"15632",15632,"1998","Lou Reed: Rock & Roll Heart",86,3.442177
"15633",15633,"2000","The Thin Blue Lie",555,2.969231
"15634",15634,"1974","Where the Red Fern Grows",136,3.972046
"15635",15635,"2004","Frog-g-g!",1000,2.075
"15636",15636,"1991","Beauty and the Beast: Special Edition: Bonus Material",50,3.69
"15637",15637,"2000","Cartoon Crazys: Banned and Censored",208,2.151079
"15638",15638,"1980","Caught on a Train",22,2.90678
"15639",15639,"1998","Gundam Movie II",806,3.581921
"15640",15640,"1994","Wild Reeds",247,3.376616
"15641",15641,"2003","A Separate Peace",20,2.65641
"15642",15642,"1991","Servants of Twilight",860,2.333333
"15643",15643,"1987","The Secret Garden",52,3.710604
"15644",15644,"1998","Bobby Darin: Beyond the Song",995,3.606557
"15645",15645,"1961","Homicidal",933,3.123037
"15646",15646,"2004","Lemony Snicket's A Series of Unfortunate Events",444,3.284135
"15647",15647,"1987","Creepshow 2",510,3.10663
"15648",15648,"2002","National Geographic: Dinosaur Hunters: Secrets of the Gobi Desert",463,3.150485
"15649",15649,"1934","Of Human Bondage",835,3.467005
"15650",15650,"1996","Ullathai Allitha",941,2.152778
"15651",15651,"1997","Oliver Twist",461,3.480226
"15652",15652,"2002","Brainy Baby: ABC's",954,3.043011
"15653",15653,"1999","Charlotte Church: Voice of an Angel in Concert",153,3.247012
"15654",15654,"2004","Parasite Dolls",570,2.937255
"15655",15655,"1994","Lonesome Dove: The Series",380,3.268908
"15656",15656,"1939","Bela Lugosi: The Gorilla / Nabonga",492,2.337838
"15657",15657,"1995","Dead Man",769,3.646557
"15658",15658,"1992","Renegade: Season 1",849,3.015385
"15659",15659,"1962","Judy,Frank and Dean: Once in a Lifetime",884,3.213483
"15660",15660,"1999","Seducing Maarya",965,2.249191
"15661",15661,"2002","The End Times",320,3.22619
"15662",15662,"1984","The Killing Fields",77,3.993266
"15663",15663,"1983","Rumpole of the Bailey: Series 3",992,3.903226
"15664",15664,"1987","I've Heard the Mermaids Singing",534,3.008889
"15665",15665,"2002","Globe Trekker: Brazil",248,3.48
"15666",15666,"1994","Boy Meets World: Season 2",519,3.851178
"15667",15667,"1996","Mother Night",897,3.405253
"15668",15668,"1947","The Paradine Case",989,3.279241
"15669",15669,"1997","A Smile Like Yours",412,2.982578
"15670",15670,"2002","L.A. Law: The Movie",697,2.5
"15671",15671,"1987","The Running Man",152,3.448489
"15672",15672,"1991","Golden Years",811,3.002614
"15673",15673,"1996","The Italians",318,2.72956
"15674",15674,"1999","Arlington Road",550,3.500023
"15675",15675,"1995","Anne Frank Remembered",705,3.906542
"15676",15676,"1946","Sherlock Holmes: Terror by Night",798,3.806723
"15677",15677,"1998","Pecker",754,3.376409
"15678",15678,"1990","Backtrack",823,2.779874
"15679",15679,"1994","Clerks: Bonus Material",753,4.144186
"15680",15680,"2001","Sagwa: Feline Friends and Family",923,2.956989
"15681",15681,"1997","Butch Camp",879,2.470183
"15682",15682,"2003","Puff the Magic Dragon / Gulliver's Travels",998,3.610169
"15683",15683,"2002","American Dreams: Season 1",26,3.793432
"15684",15684,"2000","Jeff Foxworthy's Comedy Classics",694,3.597293
"15685",15685,"1995","Bye Bye Love",864,3.455438
"15686",15686,"1972","The Heartbreak Kid",656,3.071982
"15687",15687,"2004","Vampiyaz",756,1.503937
"15688",15688,"1976","The Cheerleaders Collection: Revenge of the Cheerleaders",32,2.177033
"15689",15689,"1994","The Best of Friends: Vol. 1",5,4.009132
"15690",15690,"1974","The Pallisers",165,3.614801
"15691",15691,"2001","Elmo's Magic Cookbook",877,3.358268
"15692",15692,"1966","Gilligan's Island: Season 3",431,3.798469
"15693",15693,"1988","In the Line of Duty 3",2,2.853333
"15694",15694,"2000","Steely Dan: Two Against Nature",478,3.586524
"15695",15695,"1973","Shamus",816,2.556818
"15696",15696,"1954","Demetrius and the Gladiators",524,3.2375
"15697",15697,"1997","Future War",640,1.739496
"15698",15698,"1995","Fair Game",423,2.282266
"15699",15699,"1995","Star Trek: Voyager: Season 2",129,3.979841
"15700",15700,"1988","The Land Before Time",126,3.791571
"15701",15701,"1967","Dark Shadows: Vol. 2",927,3.673043
"15702",15702,"1977","Close Encounters of the Third Kind",297,3.900768
"15703",15703,"1995","Buffalo Girls",661,3.054176
"15704",15704,"2003","Janice Beard: 45 WPM",64,2.846154
"15705",15705,"1971","Persuasion",344,3.136364
"15706",15706,"1989","Going Overboard",840,1.837689
"15707",15707,"2000","The Debut",447,3.12552
"15708",15708,"2005","Garfield: Travel Adventures",55,3.753894
"15709",15709,"2002","National Geographic: The Search for Kennedy's PT 109",910,2.955556
"15710",15710,"1994","Lassie",919,3.53121
"15711",15711,"2001","Failan",92,3.2267
"15712",15712,"2003","Cradle 2 the Grave",20,3.229438
"15713",15713,"1946","Monsieur Beaucaire / Where There's Life: Double Feature",26,3.175325
"15714",15714,"1999","Wild Zero",514,3.62623
"15715",15715,"2002","Real Women Have Curves",114,3.520738
"15716",15716,"1977","Three's Company: Season 2",566,3.752353
"15717",15717,"1971","Elizabeth R",425,3.875369
"15718",15718,"1977","Desperate Living",725,3.226463
"15719",15719,"1950","The Rocking Horse Winner",2,3.042373
"15720",15720,"2003","Barbie of Swan Lake",984,3.594291
"15721",15721,"2004","Krav Maga: Basic Combatives",940,2.949153
"15722",15722,"1974","Claudine",319,3.731027
"15723",15723,"1982","Q: The Winged Serpent",114,2.704082
"15724",15724,"1950","Rio Grande",590,3.695247
"15725",15725,"1981","Take This Job and Shove It",665,3.080882
"15726",15726,"1999","Jane's Addiction: Three Days",911,3.074689
"15727",15727,"1998","Star Trek: Deep Space Nine: Season 7",210,4.154206
"15728",15728,"2000","Dead Creatures",530,1.748201
"15729",15729,"1961","The Twilight Zone: Vol. 7",326,4.10598
"15730",15730,"1997","The Peacemaker",136,3.24784
"15731",15731,"2002","Roxy Music: Live at the Apollo",874,3.49505
"15732",15732,"2002","Scooby-Doo! Winter Wonder Dog",243,3.862878
"15733",15733,"1996","Welcome to the Dollhouse",81,3.632955
"15734",15734,"1997","Six Ways to Sunday",955,2.795527
"15735",15735,"1995","Poirot: Murder on the Links",713,4.00395
"15736",15736,"2003","Raising Victor Vargas",604,3.299232
"15737",15737,"1982","Dario Argento Collection: Vol. 3: Tenebre",713,3.303719
"15738",15738,"1994","Silent Fall",539,3.238028
"15739",15739,"2004","I Am David",923,3.785219
"15740",15740,"2003","Paul Westerberg: Come Feel Me Tremble",851,3.333333
"15741",15741,"1987","Burglar",360,2.881479
"15742",15742,"1963","Four for Texas",452,3.051282
"15743",15743,"1995","Jefferson in Paris",573,2.792285
"15744",15744,"1955","The Indian Fighter",569,2.8
"15745",15745,"1999","The King and I (Animated)",675,3.150943
"15746",15746,"2001","Vandread: Second Stage",903,4.060703
"15747",15747,"1999","Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.",938,3.479431
"15748",15748,"1998","Bulworth",171,3.121203
"15749",15749,"1982","Slumber Party Massacre",385,2.862144
"15750",15750,"2004","FahrenHYPE 9/11",539,3.390087
"15751",15751,"1983","Style Wars",323,3.868132
"15752",15752,"2002","Tom Green: Subway Monkey Hour",74,3.074135
"15753",15753,"1950","Annie Get Your Gun",598,3.288613
"15754",15754,"1997","Breaking Up",65,2.349076
"15755",15755,"1988","Big",554,3.892577
"15756",15756,"2004","Pride",914,3.08284
"15757",15757,"1996","Temptress Moon",940,3.059676
"15758",15758,"1984","Amadeus",33,4.067393
"15759",15759,"1994","Cabin Boy",546,2.749694
"15760",15760,"1996","100 Years of Horror",843,2.678112
"15761",15761,"1961","The Nude Set",152,2.121739
"15762",15762,"1959","I'm All Right Jack",910,3.221963
"15763",15763,"2004","Six: The Mark Unleashed",356,2.637066
"15764",15764,"2003","Legally Blonde 2: Red,White & Blonde",427,2.906819
"15765",15765,"1982","Things Are Tough All Over",196,3.245626
"15766",15766,"1945","Objective,Burma!",983,3.563939
"15767",15767,"1979","Dukes of Hazzard: TV Favorites",885,3.243902
"15768",15768,"2000","The Simpsons: Christmas 2",566,4.325547
"15769",15769,"1987","Raw",521,3.969269
"15770",15770,"1987","The Way Things Go",725,3.46875
"15771",15771,"1986","The Manhattan Transfer: Vocalese Live",517,2.781513
"15772",15772,"2000","Kikujiro",984,3.558315
"15773",15773,"2003","Aqua Teen Hunger Force: Vol. 3",32,4.273238
"15774",15774,"2004","Highwaymen",608,3.113141
"15775",15775,"1983","Brainwaves",18,2.0625
"15776",15776,"2004","Who Killed Bambi?",492,2.635593
"15777",15777,"2001","Friends: Season 8",167,4.263977
"15778",15778,"1969","The Gypsy Moths",347,2.864686
"15779",15779,"1997","Space Truckers",243,2.740741
"15780",15780,"1977","Grand Theft Auto",146,2.59736
"15781",15781,"2002","A Shot at Glory",922,3.023419
"15782",15782,"1988","Diary of a Big Man",642,2.581197
"15783",15783,"2001","Rum and Coke",7,2.164179
"15784",15784,"2003","Dead Like Me: Season 1",561,4.134965
"15785",15785,"1997","Mystery of the Maya: IMAX",94,3.011136
"15786",15786,"1957","Wild Strawberries",469,3.801152
"15787",15787,"2003","My Life Without Me",261,3.478896
"15788",15788,"2003","Matchstick Men",963,3.452573
"15789",15789,"1972","Reincarnation of Isabel",387,2.121212
"15790",15790,"1996","Survival Island: IMAX",577,3.44469
"15791",15791,"1989","Vampire's Kiss",884,2.77082
"15792",15792,"2003","National Geographic: Everest: 50 Years on the Mountain",31,3.741379
"15793",15793,"2005","The Girl Who Shagged Me",762,1.653846
"15794",15794,"1977","Walking Tall: The Final Chapter",989,3.590643
"15795",15795,"1975","Smile",788,3.070755
"15796",15796,"1968","The One and Only,Genuine,Original Family Band",953,3.270492
"15797",15797,"1986","Psycho III",698,2.4618
"15798",15798,"1997","Love! Valour! Compassion!",679,3.846753
"15799",15799,"1997","Telling Lies in America",851,2.922929
"15800",15800,"1993","Iron Monkey",84,3.624899
"15801",15801,"1999","After Stonewall",515,3.773006
"15802",15802,"1944","Laura",304,4.035369
"15803",15803,"1999","Summer of Sam",611,3.051019
"15804",15804,"1958","Separate Tables",583,3.550955
"15805",15805,"2001","Diamond Men",424,3.284119
"15806",15806,"1982","Young Doctors in Love",372,2.894737
"15807",15807,"1944","Arsenic and Old Lace",879,3.978755
"15808",15808,"1996","Citizen Ruth",731,3.383415
"15809",15809,"2004","Legendary Victor Borge",377,3.063158
"15810",15810,"1964","Godzilla vs. Mothra",311,3.220264
"15811",15811,"1989","True Love",509,2.731915
"15812",15812,"1976","Small Change",809,3.692547
"15813",15813,"1999","Forces of Nature",131,3.076764
"15814",15814,"1941","Suspicion",938,3.937391
"15815",15815,"2002","Changing Lanes",466,3.304382
"15816",15816,"1998","Ronin",372,3.569355
"15817",15817,"2000","The Corner",547,3.719086
"15818",15818,"1998","The Mask of Zorro",149,3.665269
"15819",15819,"1978","What's Happening!!: Season 3",325,3.06087
"15820",15820,"2003","Love Don't Cost a Thing",415,3.197191
"15821",15821,"1994","Highlander: Counterfeit",958,3.967698
"15822",15822,"2004","Dragon Storm",122,2.513793
"15823",15823,"2000","Benny Goodman: Adventures in the Kingdom of Swing",971,3.368
"15824",15824,"1970","The Decameron",441,3.106109
"15825",15825,"1984","Dreamscape: Special Edition",908,3.498178
"15826",15826,"1996","Twelfth Night",326,3.685039
"15827",15827,"1993","Only the Strong",974,3.592518
"15828",15828,"2004","Platinum Comedy Series: Adele Givens",622,3.079602
"15829",15829,"2001","Bubble Boy",394,3.057342
"15830",15830,"1990","The Gods Must Be Crazy 2",692,3.559328
"15831",15831,"1996","The Other Side of Sunday",126,3.126761
"15832",15832,"2003","Steve-O Video Vol. 3: Out on Bail",970,3.288462
"15833",15833,"2001","Instinct to Kill",624,2.792208
"15834",15834,"2004","Paternal Instinct",539,3.026316
"15835",15835,"2004","Animusic: A Computer Animation Video Album",125,4.055046
"15836",15836,"1979","MASH: Season 8",881,4.270913
"15837",15837,"2004","The Manson Family",612,2.421466
"15838",15838,"1999","Dr. Jekyll & Mr. Hyde",935,2.334821
"15839",15839,"2004","Slavery & the Making of America",251,3.651429
"15840",15840,"2001","The Princess Blade",133,3.025278
"15841",15841,"1979","Watership Down",773,3.591137
"15842",15842,"1998","I'm Losing You",956,2.5625
"15843",15843,"2002","Blue Crush",238,3.263216
"15844",15844,"2000","Remember the Titans",949,4.087545
"15845",15845,"2001","The Map of Sex and Love",534,2.143791
"15846",15846,"1961","A Raisin in the Sun",130,3.97742
"15847",15847,"1999","Hunter's Moon",470,2.732759
"15848",15848,"2004","NASCAR: The IMAX Experience",956,3.582348
"15849",15849,"1995","A Pyromaniac's Love Story",30,2.860697
"15850",15850,"1995","Leprechaun 3",880,3.075023
"15851",15851,"2003","Word of Honor",131,3.243792
"15852",15852,"1991","Red Green: Stuffed and Mounted 6",860,3.772861
"15853",15853,"2002","Resident Evil",275,3.44999
"15854",15854,"2004","Skinned Deep",670,1.80663
"15855",15855,"2002","Cadet Kelly",793,3.551849
"15856",15856,"1949","All the King's Men",487,3.548922
"15857",15857,"1972","Fat Albert and the Cosby Kids",637,3.788957
"15858",15858,"1966","A Man for All Seasons",894,3.973312
"15859",15859,"1988","Arthur 2: On the Rocks",868,2.402757
"15860",15860,"2001","Chandni Bar",22,3.204651
"15861",15861,"2001","CSI: Season 2",306,4.452083
"15862",15862,"1954","A Star Is Born",418,3.349284
"15863",15863,"1980","Lee Ritenour & Friends: Live from the Coconut Grove: Vols. 1 & 2",836,3.053571
"15864",15864,"2000","A Matter of Taste",732,2.937115
"15865",15865,"2001","Amelie: Bonus Material",61,3.777975
"15866",15866,"1999","Iris Blond",790,2.902098
"15867",15867,"2003","Dracula II: Ascension",679,2.889449
"15868",15868,"1937","The Awful Truth",59,3.667554
"15869",15869,"1940","Broadway Melody of 1940",496,3.630178
"15870",15870,"1967","Anna Karenina",487,2.976744
"15871",15871,"2005","Herbie: Fully Loaded",834,3.74776
"15872",15872,"1972","Sanford and Son: Season 2",108,3.754597
"15873",15873,"2005","Mickey and the Beanstalk",298,3.778774
"15874",15874,"1996","Joyride",270,3.524718
"15875",15875,"1996","Up Close & Personal",994,3.426261
"15876",15876,"1980","Cheech & Chong's Next Movie",709,3.751808
"15877",15877,"2002","Embrace the Darkness 3",15,2.786932
"15878",15878,"1958","The Rifleman: TV Classic",942,2.910714
"15879",15879,"1998","Joni Mitchell: Painting with Words and Music",584,3.238971
"15880",15880,"2000","Traffic: Bonus Material",119,3.304207
"15881",15881,"2000","When It Was a Game 3",938,3.61129
"15882",15882,"2004","I'll Be Seeing You",93,2.431034
"15883",15883,"1997","National Geographic: Tigers of the Snow",481,3.633452
"15884",15884,"1969","The Gay Deceivers",310,2.703125
"15885",15885,"1988","Alien Nation",980,3.52044
"15886",15886,"2002","Space Station: IMAX",986,3.470323
"15887",15887,"2004","Van Helsing",560,3.274906
"15888",15888,"2002","Comic Book Villains",422,2.652308
"15889",15889,"2001","I'm Going Home",487,2.477551
"15890",15890,"1987","The Brave Little Toaster",127,3.603521
"15891",15891,"1988","Inspector Morse 5: Last Seen Wearing",24,3.869286
"15892",15892,"2002","Everwood: Season 1",285,3.951995
"15893",15893,"1981","Heavy Metal",987,3.476727
"15894",15894,"1998","The Siege",133,3.503304
"15895",15895,"2004","When Beckham Met Owen",654,1.87037
"15896",15896,"1916","Chaplin Mutuals: Vol. 3",337,3.4
"15897",15897,"1995","The Thin Blue Line: The Complete Lineup",31,3.736416
"15898",15898,"2002","I Am Trying to Break Your Heart: A Film About Wilco",706,3.673033
"15899",15899,"2001","Quitting",929,2.774194
"15900",15900,"2005","Everybody Loves Raymond: The Series Finale",772,3.943982
"15901",15901,"1987","Blind Date",42,3.038387
"15902",15902,"2003","Blue Collar Comedy Tour: The Movie",177,4.009202
"15903",15903,"2004","Trekkies 2",189,3.123732
"15904",15904,"1987","Hello Kitty Saves the Day",114,2.709459
"15905",15905,"1989","The Toxic Avenger,Part 2",615,2.867717
"15906",15906,"1997","Keys to Tulsa",251,2.610315
"15907",15907,"1984","Mutant",223,2.171053
"15908",15908,"1964","Robin and the 7 Hoods",862,3.163255
"15909",15909,"2000","Snow White",905,3.238636
"15910",15910,"1999","New Kids on the Block: Greatest Hits: The Videos",993,3.039604
"15911",15911,"1988","War and Remembrance: Vol. 1",722,3.877715
"15912",15912,"1983","Zeder",772,1.989899
"15913",15913,"2003","Chasing Papi",273,2.669405
"15914",15914,"2000","An Intimate Friendship",860,1.966805
"15915",15915,"1960","Danger Man: Season 1",342,3.397129
"15916",15916,"2000","Crazy Richard & I Can't Even Think Straight",987,1.541176
"15917",15917,"1991","Ren & Stimpy: Seasons 1 and 2",464,3.9375
"15918",15918,"NULL","Hote Hote Pyaar Ho Gaya",855,2.204545
"15919",15919,"2004","Hellboy",574,3.369578
"15920",15920,"1985","L'Effrontee",256,3.074324
"15921",15921,"1967","How to Succeed in Business Without Really Trying",415,3.302797
"15922",15922,"1967","The Graduate",282,3.946067
"15923",15923,"1989","Star Trek V: The Final Frontier: Bonus Material",126,3.62406
"15924",15924,"1992","Fires of Kuwait: IMAX",41,3.392638
"15925",15925,"1993","Excessive Force",782,2.684211
"15926",15926,"1996","Perfect Love",655,2.490741
"15927",15927,"2003","Volcanoes of the Deep Sea: IMAX",938,3.224793
"15928",15928,"2004","NBA: Larry Bird: A Basketball Legend: 25th Anniversary Collector's Edition",201,3.636364
"15929",15929,"1992","Shining Through",958,3.441468
"15930",15930,"1984","What Have I Done to Deserve This?",919,3.295647
"15931",15931,"1990","Desperate Hours",754,2.693089
"15932",15932,"1987","A Chinese Ghost Story",279,3.323259
"15933",15933,"1997","A Life Apart: Hasidism in America",427,3.236842
"15934",15934,"1996","Ballykissangel: Series 1",726,3.96603
"15935",15935,"1998","Never 2 Big",225,2.969957
"15936",15936,"1987","September",137,3.108205
"15937",15937,"1994","Laadla",838,2.453333
"15938",15938,"2002","John Mayer: Any Given Thursday",887,3.734831
"15939",15939,"1999","A Murder of Crows",496,3.682562
"15940",15940,"1997","Box of Moonlight",478,3.405483
"15941",15941,"2002","Barenaked Ladies: Barelaked Nadies",958,3.407407
"15942",15942,"1958","The Brain from Planet Arous",254,2.946939
"15943",15943,"2002","Gay Weddings",600,3.3025
"15944",15944,"1959","Bonanza",918,3.049242
"15945",15945,"1996","Space Jam",333,3.173531
"15946",15946,"2001","The Rats",52,2.794643
"15947",15947,"1994","Homicide: Life on the Street: Season 3",923,4.144227
"15948",15948,"2004","Imelda",902,3.359223
"15949",15949,"1983","Uncommon Valor",979,3.506421
"15950",15950,"2001","Los Ninos Invisibles",943,2.895062
"15951",15951,"2005","Devon's Ghost: Legend of the Bloody Boy",881,2.164835
"15952",15952,"2000","The Replacements",80,3.39165
"15953",15953,"1989","Bill & Ted's Excellent Adventure",722,3.473923
"15954",15954,"1972","Lord Peter Wimsey: Unpleasantness at the Bellona Club",431,3.678072
"15955",15955,"2000","Pollock",734,3.491382
"15956",15956,"1991","The Last Boy Scout",367,3.542831
"15957",15957,"1998","The Count of Monte Cristo",81,3.906502
"15958",15958,"1994","Darkman II: The Return of Durant",706,2.264356
"15959",15959,"1987","High Season",118,2.494318
"15960",15960,"1991","Zandalee",386,2.716157
"15961",15961,"2002","Dead and Rotting",443,1.958763
"15962",15962,"1996","Maximum Risk",953,3.281465
"15963",15963,"1966","Seconds",669,3.403127
"15964",15964,"1999","Caracara",335,2.852273
"15965",15965,"1955","The Honeymooners: Classic 39 Episodes",743,3.832566
"15966",15966,"2001","One Night at McCool's",533,2.820974
"15967",15967,"1983","The A-Team: Season 1",914,3.754767
"15968",15968,"2000","Bait",245,3.216909
"15969",15969,"2001","Out Cold",986,3.446671
"15970",15970,"2002","Local Boys",981,3.240476
"15971",15971,"1998","Satya",908,3.699187
"15972",15972,"2004","Lust for Dracula",411,2.192529
"15973",15973,"1999","Hercules",175,2.91358
"15974",15974,"1942","Yankee Doodle Dandy",972,3.841044
"15975",15975,"1971","Brian's Song",961,3.839667
