"","year","name","cluster","avgScore"
"15275","1983","Harmagedon",910,2.333
"15276","2003","The Land Before Time X: The Great Longneck Migration",70,3.833
"15277","1997","Night Falls on Manhattan",946,3.218
"15278","1988","Degrassi Junior High: Season 2",135,3.931
"15279","1964","Paris When it Sizzles",858,3.035
"15280","1983","Eurythmics: Sweet Dreams",888,2.835
"15281","1995","Blue Seed",523,3.542
"15282","1993","Sharpe 1: Sharpe's Rifles",789,3.618
"15283","1983","Pauline at the Beach",937,3.222
"15284","2000","Amazing Earth",223,3.469
"15285","1984","Missing in Action",983,3.074
"15286","1996","Diabolique",445,3.019
"15287","2003","Sex and the Single Mom",536,3.095
"15288","2002","Vovochka",147,2.8
"15289","1970","Joe",212,2.836
"15290","1996","The Watermelon Woman",375,2.89
"15291","1984","'Allo 'Allo!: Series 1",982,3.663
"15292","1998","Nazca: Blood Rivals",421,3
"15293","1948","The Best of Bud Abbott & Lou Costello: Vol. 3",48,3.977
"15294","1978","George Carlin Again!",316,3.951
"15295","2004","Trauma",155,2.057
"15296","2001","Band of Brothers",752,4.513
"15297","1984","Fists and Guts",825,2.579
"15298","1990","Crazy People",336,3.368
"15299","2003","Deep Shock",922,2.617
"15300","1953","Calamity Jane",947,3.52
"15301","1949","Whirlpool",892,3.045
"15302","2002","Smokers Only",160,1.944
"15303","1952","Umberto D.",959,3.846
"15304","1979","The Wanderers",629,3.503
"15305","1996","Eddie Izzard: Definite Article",234,3.996
"15306","2003","Sealab 2021: Season 3",124,4.16
"15307","1996","The Best of Friends: Season 3",31,4.162
"15308","2001","The Last Warrior",112,2.241
"15309","1990","Darkman",216,3.084
"15310","1990","French & Saunders: Gentlemen Prefer French & Saunders",592,3.471
"15311","1962","Follow That Dream",551,3.788
"15312","2002","Carl Perkins and Friends",203,3.469
"15313","2004","In Enemy Hands",962,3.273
"15314","2004","The End of Suburbia",326,3.942
"15315","1956","Around the World in 80 Days: Special Edition",76,3.531
"15316","2000","Monarch of the Glen: Series 1",41,3.96
"15317","1993","Red Rock West",383,3.483
"15318","1925","Tumbleweeds",981,2.978
"15319","2000","Directors: Barbra Streisand",246,2.795
"15320","2000","Lord Stanley's Cup: Hockey's Ultimate Prize",495,2.954
"15321","2001","The Bernie Mac Show: Season 1",582,3.744
"15322","1998","Xena: Warrior Princess: Season 4",210,3.99
"15323","1994","The Cool and the Crazy",364,2.057
"15324","2004","The Aviator: Bonus Material",34,3.619
"15325","1971","Plaza Suite",992,3.473
"15326","1965","Alley Cats",1000,2.059
"15327","1998","Wiseguy: Prey for the City",8,3.37
"15328","2001","The Seagull's Laughter",629,3.086
"15329","1986","Raw Deal",595,3.377
"15330","1957","Kronos",75,2.952
"15331","1932","The Bela Lugosi Collection: Murders in Rue Morgue / The Black Cat / The Raven",847,3.376
"15332","1943","A Lady Takes a Chance",661,3.246
"15333","1999","Samurai X: Trust and Betrayal,Director's Cut",409,4.188
"15334","1973","Don't Look Now",594,3.167
"15335","1983","Never Cry Wolf",992,3.805
"15336","1994","Highlander 3: The Final Dimension",124,3.047
"15337","2001","Sound of the Sea",743,3.041
"15338","1935","Barbary Coast",633,3.109
"15339","1999","Three Kings",1000,3.472
"15340","1992","Trial",168,2.337
"15341","1997","Godmoney",965,2.7
"15342","1991","What About Bob?",598,3.483
"15343","2000","Uzumaki",837,3.141
"15344","1994","Aftermath / Genesis: Double Feature",488,2.757
"15345","2003","Intolerable Cruelty",872,2.953
"15346","1988","Return of the Killer Tomatoes",134,2.708
"15347","1993","House of Cards",284,3.297
"15348","2003","V-Day: Until the Violence Stops",433,3.462
"15349","2001","Octopus 2: River of Fear",581,2.161
"15350","1999","WWF: Hell Yeah: Stone Cold's Saga Continues",371,2.972
"15351","1972","Superfly",239,3.516
"15352","2002","Fidel: The Castro Project",218,3.427
"15353","1945","Sherlock Holmes: The House of Fear",474,3.855
"15354","2003","In Search of Shakespeare",969,3.74
"15355","1995","Foreign Land",889,2.99
"15356","1992","Last Hero In China",487,3.631
"15357","1966","Mondo Bizarro / Mondo Freudo: Double Feature",798,2.195
"15358","1996","Killer Condom",871,2.559
"15359","1942","To Be or Not To Be",628,3.772
"15360","2003","Journey: Greatest Hits DVD 1978-1997",516,3.634
"15361","2001","Iris",162,3.521
"15362","1986","Friday the 13th: Part 6: Jason Lives",374,3.312
"15363","1995","Xena: Warrior Princess: Season 1",512,3.753
"15364","2000","The Guilty",173,3.299
"15365","1991","Flight of the Intruder",10,3.4
"15366","1982","The Thing",80,3.695
"15367","1974","A Woman Under the Influence",968,3.745
"15368","1998","Blackjack",540,2.668
"15369","2003","Cheerleader Ninjas",307,1.951
"15370","1980","The Apple",626,2.544
"15371","1979","Murder by Decree",645,3.353
"15372","1999","Now and Then,Here and There: Vol. 3: Conflict and Chaos",13,3.785
"15373","2001","The One",318,3.295
"15374","1973","Sigmund and the Sea Monsters",652,2.94
"15375","1996","The Preacher's Wife",995,3.155
"15376","2004","Best Motoring: Fuji Fast!",679,3.545
"15377","1998","Deep Rising",875,3.074
"15378","1989","Mystery Train",603,3.684
"15379","2004","Suburban Madness",57,2.795
"15380","2004","Silver Hawk",494,2.905
"15381","1999","The Insider",88,3.809
"15382","2000","Sam Kinison: Breaking the Rules",104,3.41
"15383","1993","Jack the Bear",833,3.201
"15384","1934","The Chronological Donald: Vol. 1",713,3.922
"15385","1997","Amistad",897,3.753
"15386","1998","Martian Successor Nadesico: The Motion Picture: Prince of Darkness",444,3.771
"15387","1990","Stanley & Iris",891,3.353
"15388","1987","Critical Condition",953,3.433
"15389","1993","The Bride with White Hair",368,3.426
"15390","1987","Eric Clapton & Friends: Live 1986",92,3.345
"15391","1998","Dead Silence",525,2.115
"15392","1971","All in the Family: Season 1",480,3.692
"15393","1999","Big Daddy",943,3.487
"15394","2000","Traffic",827,3.693
"15395","2000","Unknown Peter Sellers",627,3.28
"15396","1986","Dragon Ball: King Piccolo Saga: Part 1",104,3.922
"15397","1989","The Trial of the Incredible Hulk",254,3.051
"15398","1993","Dragon Half",233,3.293
"15399","2002","100 Mile Rule",91,2.369
"15400","2000","Dragon Ball Z: Androids",762,4.12
"15401","2002","Dave Matthews Band: Live at Folsom Field Boulder,Colorado",939,4.004
"15402","1995","Madame Butterfly",649,3.333
"15403","2005","Balto 3: Wings of Change",581,3.593
"15404","2000","Dark Days",634,3.528
"15405","1974","Cornbread,Earl and Me",903,3.673
"15406","1991","The House of Eliott: Series 1",376,4.16
"15407","2000","Harold Robbins' Body Parts",936,2.123
"15408","1973","Schoolhouse Rock!: Special 30th Anniversary Edition: Bonus Material",200,4.028
"15409","2004","Eurotrip",606,3.432
"15410","2002","The Dancer Upstairs",51,3.28
"15411","1972","Fat Albert's Greatest Hits: The Ultimate Collection",764,3.775
"15412","2002","Mango Souffle",890,1.936
"15413","2004","Miss Cast Away and the Island Girls",127,1.927
"15414","2001","The Mangler 2",629,2.074
"15415","1984","Thief of Hearts",221,2.751
"15416","2000","God,the Devil & Bob: The Complete Series",148,3.093
"15417","2003","Stander",214,3.09
"15418","2003","Weird Al Yankovic: The Ultimate Video Collection",35,3.912
"15419","1998","Profiler: Season 3",904,3.835
"15420","1995","Flamenco",966,3.099
"15421","1995","Sense and Sensibility",529,3.971
"15422","1985","Fletch",266,3.521
"15423","2003","Dragon Ball Z: Garlic Jr.",942,3.895
"15424","1989","sex,lies,and videotape",529,3.412
"15425","1998","The Big Lebowski",964,3.761
"15426","1995","Michael Jackson: Video Greatest Hits: History #2",722,3.083
"15427","2001","Girl from Rio",900,2.867
"15428","2003","The Last Samurai: Bonus Material",186,3.525
"15429","1981","The Fox and the Hound",358,3.94
"15430","1999","The Acid House",440,2.87
"15431","1954","Creature from the Black Lagoon: Special Edition",917,3.503
"15432","2003","Cenizas del Paraiso",364,3.364
"15433","1992","Bikini Summer 2",942,2.343
"15434","2001","In the Shadows",159,2.589
"15435","2004","Dean Martin: The One and Only",909,3.177
"15436","1998","A Perfect Murder",754,3.706
"15437","2002","South Park: Season 6",819,4.456
"15438","2004","The Off Season",898,1.708
"15439","1979","Erotica",393,1.807
"15440","1995","Just Cause",557,3.728
"15441","1987","Boyfriends & Girlfriends",598,3.122
"15442","1994","Bjork: MTV: Unplugged & Live",590,3.851
"15443","1983","Superman III",190,3.031
"15444","1995","The Indian in the Cupboard",410,3.382
"15445","1986","Ruthless People",45,3.475
"15446","2001","Black Point",944,2.953
"15447","1989","Valmont",901,3.371
"15448","2000","The Opponent",59,2.413
"15449","2005","Man of the House",537,3.457
"15450","2001","The Man Who Wasn't There",577,3.416
"15451","1981","SCTV Network 90: Vol. 1",74,3.428
"15452","2003","Guns N' Roses: Welcome to the Videos",581,3.787
"15453","1992","Robert Johnson: The Search for Robert Johnson",960,3.476
"15454","2001","Slap Shot 2: Breaking the Ice",368,2.282
"15455","1993","Point of No Return",531,3.537
"15456","1926","The Black Pirate",569,3.207
"15457","2003","Jeff Foxworthy: You Might Be a Redneck / Check Your Neck",978,3.81
"15458","1980","Shakespeare Comedies: The Taming of the Shrew",647,3.005
"15459","2001","Spider's Web",494,2.469
"15460","1970","A Man Called Horse",690,3.599
"15461","1991","The Allman Brothers Band: Live at Great Woods",582,3.268
"15462","1991","Queens Logic",941,2.759
"15463","1997","Touching Evil: Series 1",908,4
"15464","2001","Further Tales of the City",418,3.8
"15465","1980","Friday the 13th",350,3.226
"15466","1998","Firestorm",139,2.88
"15467","2003","Jhankaar Beats",298,3.029
"15468","1997","Mahalia Jackson: The Power and the Glory",609,3.414
"15469","1999","Steel Angel Kurumi",577,3.856
"15470","1986","Hot Shot",571,2.461
"15471","2003","Phone Booth",921,3.104
"15472","1996","Ransom",231,3.729
"15473","1993","Hot Shots! Part Deux",323,3.245
"15474","2001","Rock Star",996,3.097
"15475","1943","The Ox-Bow Incident",569,3.889
"15476","1998","Secrets of War: Vietnam",269,2.913
"15477","2000","Girlfight",790,3.409
"15478","2002","Manchild: The Complete First Season",206,2.988
"15479","2000","Hamara Dil Aapke Paas Hai",963,2.977
"15480","2004","Farscape: The Peacekeeper Wars: Bonus Material",20,4.092
"15481","2001","See Spot Run",856,3.127
"15482","2003","Madea's Class Reunion",765,3.692
"15483","2001","Texas Rangers",954,3.055
"15484","2004","Love's Enduring Promise",505,3.624
"15485","1995","The Pebble and the Penguin",148,3.402
"15486","2001","Sesame Street: Elmo's World: Wild Wild West",368,3.567
"15487","1985","Highway to Heaven: Season 2",871,3.047
"15488","1997","Vaudeville",998,3.35
"15489","1957","Mother India",974,3.413
"15490","2004","This Old Cub",944,3.719
"15491","1984","Racing with the Moon",170,3.421
"15492","2002","The Pilot's Wife",692,3.096
"15493","2000","Sidewalks of New York",920,2.986
"15494","1963","The Mouse on the Moon",447,2.968
"15495","2002","The Fraternity",274,2.63
"15496","1969","Easy Rider",489,3.648
"15497","2001","Bride of the Wind",331,2.925
"15498","1995","Magic Knight Rayearth 2",12,3.8
"15499","1975","Animals Are Beautiful People",652,3.682
"15500","2001","Gilmore Girls: Season 2",618,4.349
"15501","1985","Dance with a Stranger",616,2.928
"15502","1997","Dance with the Devil",996,2.463
"15503","1975","Aloha,Bobby and Rose",918,2.769
"15504","1930","Murder!",738,2.998
"15505","1997","Moon Over Broadway",590,3.077
"15506","2001","I Love You Baby",476,2.915
"15507","1945","State Fair",21,3.608
"15508","1994","Dead Tired",56,2.941
"15509","2004","Entourage: Season 1",302,4.093
"15510","1999","Bad Trip",711,2.126
"15511","2002","Last Orders",961,3.217
"15512","2001","Mindstorm",924,2.434
"15513","2004","Facing Windows",306,3.61
"15514","2002","Behind the Red Door",663,3.002
"15515","1998","Belly",830,3.524
"15516","1992","Sarafina!",942,3.427
"15517","2001","How to Kill Your Neighbor's Dog",879,3.207
"15518","1995","Kavanagh Q.C.: Mute of Malice",758,3.51
"15519","1980","House on the Edge of the Park",352,2.627
"15520","2005","Michael & Me",6,3.331
"15521","2004","Without Conscience",514,2.721
"15522","2004","The Winning Season",320,3.067
"15523","2004","The Inspector Lynley Mysteries: A Traitor to Memory",8,4.033
"15524","2001","A Woman's a Helluva Thing",933,2.361
"15525","1979","H.O.T.S.",632,2.687
"15526","1985","Live Aid",256,3.717
"15527","1999","Golfballs!",235,2.459
"15528","2003","The Hulk: Bonus Material",34,2.877
"15529","1997","Money Talks",936,3.428
"15530","1992","Howards End",924,3.836
"15531","1996","Courage Under Fire",1000,3.646
"15532","1999","She's All That",793,3.386
"15533","2004","Jay-Z: Fade to Black",855,3.664
"15534","2001","Inu-Yasha: The Movie: Affections Touching Across Time",648,4.182
"15535","1999","Mysteries of the Deep: Legendary Shipwrecks: Lost Ships of the Mediterranean",93,3.219
"15536","2004","Decasia: The State of Decay",50,2.735
"15537","1949","Impact",949,3.123
"15538","2004","Fullmetal Alchemist",704,4.605
"15539","2002","Suicide Club",17,3.178
"15540","1989","Born on the Fourth of July",915,3.434
"15541","1994","Bloodfist 6: Ground Zero",181,2.588
"15542","1994","Legend of the Red Dragon",134,3.311
"15543","2004","Nature: Sharks",11,3.338
"15544","2004","Head-On",970,3.467
"15545","1997","Selena",214,3.573
"15546","1998","The Real Blonde",173,2.793
"15547","1999","Fortress 2",139,2.756
"15548","1969","H.R. Pufnstuf",992,3.153
"15549","2000","The Skulls",552,3.365
"15550","1987","Hello Kitty Becomes a Princess",795,2.972
"15551","1953","Beneath the 12-Mile Reef",889,2.79
"15552","1932","The Three Stooges: Greatest Hits & Rarities",15,3.912
"15553","2001","Promises",471,3.953
"15554","1999","Mystery Science Theater 3000: Boggy Creek II: And the Legend Continues",349,3.901
"15555","2003","Duplex (Full-screen)",216,3.195
"15556","1967","Weekend",918,3.53
"15557","1999","Futurama: Vol. 3",714,4.338
"15558","2001","All About Lily Chou-Chou",116,3.018
"15559","1980","The Grim Reaper",910,2.011
"15560","2000","Turbulence 3: Heavy Metal (Special Edition)",694,2.273
"15561","1996","VeggieTales: The Toy That Saved Christmas",346,4.021
"15562","2000","XChange",850,2.775
"15563","2003","Mona Lisa Smile",753,3.424
"15564","2003","Looney Tunes: Stranger Than Fiction",64,3.045
"15565","1978","Dawn of the Dead: Documentaries",827,3.924
"15566","2000","Eye of the Killer",479,2.93
"15567","1987","Grateful Dead: Ticket to New Year's",465,3.65
"15568","1984","Cheers: Season 3",26,3.96
"15569","1985","Miss Marple Mysteries: A Pocketful of Rye",517,3.996
"15570","1999","Passport to Paris",943,3.203
"15571","2001","Johnny Cash: The Anthology",757,3.806
"15572","2004","Tsukihime Lunar Legend",871,3.836
"15573","2005","Rise of the Undead",479,1.5
"15574","1994","Marmalade Boy: Ultimate Scrapbook: Vol. 2",502,3.913
"15575","1951","Royal Wedding",362,3.554
"15576","1994","Bad Girls",912,3.461
"15577","2001","Ski Movie II: High Society",881,3.34
"15578","1996","Black Sheep",823,3.555
"15579","1999","Sheryl Crow: Rockin' the Globe Live",635,2.967
"15580","1999","Robbie the Reindeer in Hooves of Fire and the Legend of the Lost Tribe",433,3
"15581","1973","Detroit 9000",870,2.726
"15582","2002","Sweet Home Alabama",935,3.539
"15583","1983","Beethoven: Symphony No. 9: Karajan",218,3.4
"15584","2003","Rugrats All Grown Up: Growing Up Changes Everything",24,3.401
"15585","2001","Ajnabee",511,2.959
"15586","1993","A Man in Uniform",487,2.423
"15587","2005","Mythical Detective Loki Ragnarok",755,4.111
"15588","1998","Reagan: American Experience",191,3.477
"15589","1959","Classic Sci-Fi Movies: In the Year 2889 / They Came From Beyond Space / Teenagers From Outer Space",143,2.528
"15590","2002","Jam Miami: A Celebration of Latin Jazz",306,3.174
"15591","2001","Extreme Days",763,2.645
"15592","1994","Camp Nowhere",895,3.511
"15593","1965","Color Me Blood Red",760,2.695
"15594","1972","MASH: Season 1",124,4.12
"15595","2001","The Omen Legacy",51,2.957
"15596","2001","Irresponsible Captain Tylor OVA",421,3.654
"15597","1985","Day of the Dead",9,3.482
"15598","1999","The Basket",52,3.032
"15599","1974","The Front Page",963,3.183
"15600","2004","Lakshya",890,3.442
"15601","1996","Gotti",762,3.313
"15602","2002","U.S. Seals: Dead or Alive",483,2.226
"15603","1980","Young Master",757,3.526
"15604","1991","Robert Townsend: Partners in Crime: Vol. 3",32,3.069
"15605","2000","The Life and Times of Steve Marriott",210,3.01
"15606","1988","Alien from L.A.",87,2.336
"15607","1925","Earth / The End of St. Petersburg / Chess Fever: Triple Feature",995,3.324
"15608","1972","The Bitter Tears of Petra Von Kant",101,3.002
"15609","2001","South Park: Season 5",819,4.363
"15610","1981","The Prowler",82,2.601
"15611","2001","Up Against Amanda",990,2.203
"15612","2002","Ray Charles: Live at the Montreux Jazz Festival",282,3.198
"15613","1948","A Connecticut Yankee in King Arthur's Court / The Emperor Waltz: Double Feature",463,3.496
"15614","1988","Lemon Sky",145,2.478
"15615","2002","Tony Hawk's Gigantic Skatepark Tour 2002",222,3.452
"15616","1996","All Dogs Go to Heaven 2",760,3.319
"15617","1996","Hype",578,3.52
"15618","2005","Fairly Oddparents: School's Out! The Musical",922,3.502
"15619","1987","House II: The Second Story",960,2.833
"15620","2002","Hell's Gate",735,2.198
"15621","1999","Time Out With Britney Spears",962,2.96
"15622","1994","The Ultimate Beginner Series: Acoustic Guitar Basics",200,2.953
"15623","1997","Painted Lady (Masterpiece Theatre)",433,3.541
"15624","1996","Cosi",99,3.398
"15625","2002","Keep the Faith,Baby",748,3.19
"15626","2000","Taal",962,3.467
"15627","1981","Excalibur",778,3.727
"15628","1976","Car Wash",898,3.347
"15629","2004","The Place Promised in Our Early Days",768,3.86
"15630","1982","T.J. Hooker: Seasons 1 & 2",222,2.969
"15631","1983","Christine: Special Edition",561,3.521
"15632","1998","Lou Reed: Rock & Roll Heart",86,3.451
"15633","2000","The Thin Blue Lie",555,2.963
"15634","1974","Where the Red Fern Grows",136,3.972
"15635","2004","Frog-g-g!",1000,2.083
"15636","1991","Beauty and the Beast: Special Edition: Bonus Material",50,3.687
"15637","2000","Cartoon Crazys: Banned and Censored",208,2.15
"15638","1980","Caught on a Train",22,2.898
"15639","1998","Gundam Movie II",806,3.594
"15640","1994","Wild Reeds",247,3.379
"15641","2003","A Separate Peace",20,2.636
"15642","1991","Servants of Twilight",860,2.337
"15643","1987","The Secret Garden",52,3.711
"15644","1998","Bobby Darin: Beyond the Song",995,3.603
"15645","1961","Homicidal",933,3.117
"15646","2004","Lemony Snicket's A Series of Unfortunate Events",444,3.284
"15647","1987","Creepshow 2",510,3.108
"15648","2002","National Geographic: Dinosaur Hunters: Secrets of the Gobi Desert",463,3.15
"15649","1934","Of Human Bondage",835,3.465
"15650","1996","Ullathai Allitha",941,2.111
"15651","1997","Oliver Twist",461,3.479
"15652","2002","Brainy Baby: ABC's",954,3.022
"15653","1999","Charlotte Church: Voice of an Angel in Concert",153,3.264
"15654","2004","Parasite Dolls",570,2.922
"15655","1994","Lonesome Dove: The Series",380,3.288
"15656","1939","Bela Lugosi: The Gorilla / Nabonga",492,2.311
"15657","1995","Dead Man",769,3.645
"15658","1992","Renegade: Season 1",849,3.046
"15659","1962","Judy,Frank and Dean: Once in a Lifetime",884,3.189
"15660","1999","Seducing Maarya",965,2.249
"15661","2002","The End Times",320,3.223
"15662","1984","The Killing Fields",77,3.993
"15663","1983","Rumpole of the Bailey: Series 3",992,3.906
"15664","1987","I've Heard the Mermaids Singing",534,3.013
"15665","2002","Globe Trekker: Brazil",248,3.473
"15666","1994","Boy Meets World: Season 2",519,3.846
"15667","1996","Mother Night",897,3.409
"15668","1947","The Paradine Case",989,3.277
"15669","1997","A Smile Like Yours",412,2.979
"15670","2002","L.A. Law: The Movie",697,2.492
"15671","1987","The Running Man",152,3.449
"15672","1991","Golden Years",811,3
"15673","1996","The Italians",318,2.736
"15674","1999","Arlington Road",550,3.5
"15675","1995","Anne Frank Remembered",705,3.904
"15676","1946","Sherlock Holmes: Terror by Night",798,3.803
"15677","1998","Pecker",754,3.378
"15678","1990","Backtrack",823,2.773
"15679","1994","Clerks: Bonus Material",753,4.148
"15680","2001","Sagwa: Feline Friends and Family",923,2.936
"15681","1997","Butch Camp",879,2.475
"15682","2003","Puff the Magic Dragon / Gulliver's Travels",998,3.586
"15683","2002","American Dreams: Season 1",26,3.797
"15684","2000","Jeff Foxworthy's Comedy Classics",694,3.588
"15685","1995","Bye Bye Love",864,3.458
"15686","1972","The Heartbreak Kid",656,3.072
"15687","2004","Vampiyaz",756,1.503
"15688","1976","The Cheerleaders Collection: Revenge of the Cheerleaders",32,2.194
"15689","1994","The Best of Friends: Vol. 1",5,4.01
"15690","1974","The Pallisers",165,3.629
"15691","2001","Elmo's Magic Cookbook",877,3.369
"15692","1966","Gilligan's Island: Season 3",431,3.804
"15693","1988","In the Line of Duty 3",2,2.842
"15694","2000","Steely Dan: Two Against Nature",478,3.576
"15695","1973","Shamus",816,2.552
"15696","1954","Demetrius and the Gladiators",524,3.24
"15697","1997","Future War",640,1.72
"15698","1995","Fair Game",423,2.29
"15699","1995","Star Trek: Voyager: Season 2",129,3.98
"15700","1988","The Land Before Time",126,3.792
"15701","1967","Dark Shadows: Vol. 2",927,3.666
"15702","1977","Close Encounters of the Third Kind",297,3.901
"15703","1995","Buffalo Girls",661,3.047
"15704","2003","Janice Beard: 45 WPM",64,2.837
"15705","1971","Persuasion",344,3.157
"15706","1989","Going Overboard",840,1.84
"15707","2000","The Debut",447,3.127
"15708","2005","Garfield: Travel Adventures",55,3.765
"15709","2002","National Geographic: The Search for Kennedy's PT 109",910,2.941
"15710","1994","Lassie",919,3.535
"15711","2001","Failan",92,3.226
"15712","2003","Cradle 2 the Grave",20,3.229
"15713","1946","Monsieur Beaucaire / Where There's Life: Double Feature",26,3.168
"15714","1999","Wild Zero",514,3.645
"15715","2002","Real Women Have Curves",114,3.521
"15716","1977","Three's Company: Season 2",566,3.75
"15717","1971","Elizabeth R",425,3.875
"15718","1977","Desperate Living",725,3.229
"15719","1950","The Rocking Horse Winner",2,3.051
"15720","2003","Barbie of Swan Lake",984,3.594
"15721","2004","Krav Maga: Basic Combatives",940,2.957
"15722","1974","Claudine",319,3.725
"15723","1982","Q: The Winged Serpent",114,2.705
"15724","1950","Rio Grande",590,3.695
"15725","1981","Take This Job and Shove It",665,3.094
"15726","1999","Jane's Addiction: Three Days",911,3.082
"15727","1998","Star Trek: Deep Space Nine: Season 7",210,4.155
"15728","2000","Dead Creatures",530,1.732
"15729","1961","The Twilight Zone: Vol. 7",326,4.107
"15730","1997","The Peacemaker",136,3.248
"15731","2002","Roxy Music: Live at the Apollo",874,3.498
"15732","2002","Scooby-Doo! Winter Wonder Dog",243,3.863
"15733","1996","Welcome to the Dollhouse",81,3.634
"15734","1997","Six Ways to Sunday",955,2.792
"15735","1995","Poirot: Murder on the Links",713,4.004
"15736","2003","Raising Victor Vargas",604,3.3
"15737","1982","Dario Argento Collection: Vol. 3: Tenebre",713,3.296
"15738","1994","Silent Fall",539,3.237
"15739","2004","I Am David",923,3.785
"15740","2003","Paul Westerberg: Come Feel Me Tremble",851,3.336
"15741","1987","Burglar",360,2.882
"15742","1963","Four for Texas",452,3.053
"15743","1995","Jefferson in Paris",573,2.793
"15744","1955","The Indian Fighter",569,2.806
"15745","1999","The King and I (Animated)",675,3.155
"15746","2001","Vandread: Second Stage",903,4.062
"15747","1999","Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.",938,3.48
"15748","1998","Bulworth",171,3.121
"15749","1982","Slumber Party Massacre",385,2.863
"15750","2004","FahrenHYPE 9/11",539,3.388
"15751","1983","Style Wars",323,3.874
"15752","2002","Tom Green: Subway Monkey Hour",74,3.08
"15753","1950","Annie Get Your Gun",598,3.29
"15754","1997","Breaking Up",65,2.35
"15755","1988","Big",554,3.892
"15756","2004","Pride",914,3.094
"15757","1996","Temptress Moon",940,3.058
"15758","1984","Amadeus",33,4.068
"15759","1994","Cabin Boy",546,2.748
"15760","1996","100 Years of Horror",843,2.672
"15761","1961","The Nude Set",152,2.112
"15762","1959","I'm All Right Jack",910,3.22
"15763","2004","Six: The Mark Unleashed",356,2.642
"15764","2003","Legally Blonde 2: Red,White & Blonde",427,2.907
"15765","1982","Things Are Tough All Over",196,3.245
"15766","1945","Objective,Burma!",983,3.563
"15767","1979","Dukes of Hazzard: TV Favorites",885,3.23
"15768","2000","The Simpsons: Christmas 2",566,4.325
"15769","1987","Raw",521,3.969
"15770","1987","The Way Things Go",725,3.433
"15771","1986","The Manhattan Transfer: Vocalese Live",517,2.797
"15772","2000","Kikujiro",984,3.561
"15773","2003","Aqua Teen Hunger Force: Vol. 3",32,4.271
"15774","2004","Highwaymen",608,3.114
"15775","1983","Brainwaves",18,2.061
"15776","2004","Who Killed Bambi?",492,2.644
"15777","2001","Friends: Season 8",167,4.262
"15778","1969","The Gypsy Moths",347,2.873
"15779","1997","Space Truckers",243,2.729
"15780","1977","Grand Theft Auto",146,2.597
"15781","2002","A Shot at Glory",922,3.024
"15782","1988","Diary of a Big Man",642,2.585
"15783","2001","Rum and Coke",7,2.132
"15784","2003","Dead Like Me: Season 1",561,4.138
"15785","1997","Mystery of the Maya: IMAX",94,3.004
"15786","1957","Wild Strawberries",469,3.801
"15787","2003","My Life Without Me",261,3.479
"15788","2003","Matchstick Men",963,3.452
"15789","1972","Reincarnation of Isabel",387,2.138
"15790","1996","Survival Island: IMAX",577,3.448
"15791","1989","Vampire's Kiss",884,2.77
"15792","2003","National Geographic: Everest: 50 Years on the Mountain",31,3.748
"15793","2005","The Girl Who Shagged Me",762,1.646
"15794","1977","Walking Tall: The Final Chapter",989,3.592
"15795","1975","Smile",788,3.075
"15796","1968","The One and Only,Genuine,Original Family Band",953,3.286
"15797","1986","Psycho III",698,2.46
"15798","1997","Love! Valour! Compassion!",679,3.846
"15799","1997","Telling Lies in America",851,2.922
"15800","1993","Iron Monkey",84,3.625
"15801","1999","After Stonewall",515,3.767
"15802","1944","Laura",304,4.037
"15803","1999","Summer of Sam",611,3.049
"15804","1958","Separate Tables",583,3.552
"15805","2001","Diamond Men",424,3.287
"15806","1982","Young Doctors in Love",372,2.899
"15807","1944","Arsenic and Old Lace",879,3.979
"15808","1996","Citizen Ruth",731,3.384
"15809","2004","Legendary Victor Borge",377,3.124
"15810","1964","Godzilla vs. Mothra",311,3.216
"15811","1989","True Love",509,2.733
"15812","1976","Small Change",809,3.699
"15813","1999","Forces of Nature",131,3.077
"15814","1941","Suspicion",938,3.937
"15815","2002","Changing Lanes",466,3.304
"15816","1998","Ronin",372,3.57
"15817","2000","The Corner",547,3.722
"15818","1998","The Mask of Zorro",149,3.665
"15819","1978","What's Happening!!: Season 3",325,3.103
"15820","2003","Love Don't Cost a Thing",415,3.2
"15821","1994","Highlander: Counterfeit",958,3.973
"15822","2004","Dragon Storm",122,2.5
"15823","2000","Benny Goodman: Adventures in the Kingdom of Swing",971,3.349
"15824","1970","The Decameron",441,3.11
"15825","1984","Dreamscape: Special Edition",908,3.497
"15826","1996","Twelfth Night",326,3.667
"15827","1993","Only the Strong",974,3.589
"15828","2004","Platinum Comedy Series: Adele Givens",622,3.099
"15829","2001","Bubble Boy",394,3.057
"15830","1990","The Gods Must Be Crazy 2",692,3.556
"15831","1996","The Other Side of Sunday",126,3.134
"15832","2003","Steve-O Video Vol. 3: Out on Bail",970,3.288
"15833","2001","Instinct to Kill",624,2.787
"15834","2004","Paternal Instinct",539,3.035
"15835","2004","Animusic: A Computer Animation Video Album",125,4.046
"15836","1979","MASH: Season 8",881,4.269
"15837","2004","The Manson Family",612,2.411
"15838","1999","Dr. Jekyll & Mr. Hyde",935,2.332
"15839","2004","Slavery & the Making of America",251,3.663
"15840","2001","The Princess Blade",133,3.027
"15841","1979","Watership Down",773,3.592
"15842","1998","I'm Losing You",956,2.552
"15843","2002","Blue Crush",238,3.264
