"","movie_year","movie_cluster","movie_avgScore"
"46653","2002",187,4.045155
"97796","2003",480,4.154146
"58250","1998",160,3.652528
"92545","2000",720,3.813252
"57422","1969",909,3.687608
"50546","1998",417,3.696264
"58511","1999",132,3.70117
"60674","2000",554,3.3613
"94389","1996",823,3.555231
"5481","1997",710,3.405012
"38800","2000",503,3.784194
"45123","2003",359,2.949439
"4933","1989",507,3.944106
"21558","2004",281,3.764415
"49183","1986",617,4.06624
"31248","2000",546,3.380557
"16178","1986",92,3.521587
"84315","1999",88,4.230879
"2510","1984",761,3.86538
"36761","1999",712,3.413191
"96444","1971",168,3.300171
"61836","1998",615,3.688603
"96017","1999",712,3.413191
"97618","1987",281,3.843706
"22242","2004",450,3.694849
"27348","1998",68,3.582925
"36706","1987",108,1.734962
"11257","1999",112,3.857331
"56408","1972",133,4.504222
"46148","1999",200,3.603121
"42059","2004",555,3.557411
"44315","1998",695,3.140145
"43978","1998",772,3.378151
"95672","1991",589,3.962426
"41471","2002",526,3.145374
"90441","2004",560,3.274906
"81070","2004",134,2.95408
"34471","1990",841,3.607223
"45916","2002",31,3.220597
"48041","1965",326,4.051303
"52481","1982",465,2.810827
"93983","1988",328,3.547967
"71956","1995",564,3.503826
"28659","2001",553,4.051155
"27198","1987",57,3.139764
"77914","2004",895,2.988401
"41063","2005",404,3.881081
"96913","2003",255,3.549393
"90339","1986",617,4.06624
"93093","1987",72,3.702723
"44214","2003",261,3.210328
"37087","1993",772,3.425781
"87018","1997",158,3.611562
"94365","1961",870,3.889494
"91672","2001",752,4.514376
"62850","2004",982,3.56256
"89420","2003",164,2.852179
"73058","2002",104,3.734314
"10634","1968",11,3.561165
"95463","1990",548,3.26643
"47127","2004",401,3.415171
"40254","1960",123,3.643192
"25492","1984",718,3.764079
"15247","2001",627,3.892619
"28026","2004",428,3.716396
"71774","1980",33,3.809128
"19477","2002",697,3.363678
"38120","2002",329,3.538455
"631","2002",982,3.367374
"55058","2001",336,3.434391
"96657","2000",503,3.784194
"15084","1973",859,3.537964
"4677","2001",406,3.219777
"51458","1992",599,3.733984
"33796","2002",645,3.234633
"70143","1960",375,3.484574
"76215","1999",310,3.485021
"31713","2005",220,2.991248
"4660","2003",762,3.911186
"19600","2004",456,3.728247
"85363","1999",823,2.539246
"27069","2002",26,3.793432
"67678","2004",832,4.144885
"72565","2004",994,3.434026
"20544","2002",981,3.151575
"83083","1999",210,4.013098
"50066","1992",25,3.536213
"29799","1987",66,2.842949
"96869","1996",43,3.961893
"95785","2002",571,2.961311
"68676","2000",597,2.854858
"26558","1996",66,4.032409
"87250","2002",452,4.09633
"69097","2003",555,3.675986
"78368","1999",629,3.376338
"4257","2000",483,2.954315
"70490","1995",136,3.635118
"34148","2004",916,3.45707
"71047","1992",287,3.571182
"64703","1998",120,3.277639
"35253","1989",266,3.55159
"70304","1998",231,3.615801
"86084","1981",261,3.458233
"80499","1994",314,4.043315
"81041","1992",423,3.93789
"74337","1959",212,4.158199
"77604","1992",812,3.818322
"14077","1973",876,3.247551
"75819","1995",502,3.279925
"40183","1995",209,4.294731
"83343","1992",204,3.434482
"33627","1989",571,3.307496
"58495","1982",191,3.564032
"76074","1994",703,3.463379
"70320","1993",418,3.810119
"57061","1987",254,3.982818
"24154","2003",480,4.154146
"17903","1997",598,3.699458
"23941","1997",324,2.525544
"59461","2002",423,3.780326
"39565","2003",9,3.551792
"21917","2001",269,3.47273
"72832","1982",494,3.268843
"62859","2003",235,3.074956
"23706","1999",80,3.797158
"58738","1991",117,3.349423
"54828","2001",625,4.115143
"56229","1993",600,3.681978
"24486","1990",77,3.757982
"46609","1995",737,3.717364
"62081","2003",759,3.382686
"43855","1993",351,3.665116
"60917","2002",137,2.785349
"77469","2001",625,4.115143
"32201","1988",944,3.818428
"46485","2003",509,2.751938
"47115","1994",353,2.37026
"21950","2003",17,4.068354
"73951","2000",147,3.848377
"52231","2001",351,3.451661
"2236","1997",967,3.454647
"1673","1999",107,3.628809
"70407","2000",727,3.616613
"59968","1995",103,4.135206
"50723","2000",674,3.236626
"3434","1994",469,3.067788
"61028","1997",133,3.852399
"68497","1982",783,3.782856
"82443","1988",328,3.547967
"24720","1995",285,4.082388
"86777","1994",215,3.41205
"18582","1995",430,3.427907
"4752","1994",135,4.580448
"21826","2000",147,3.848377
"8798","1965",11,4.007858
"84986","1962",422,4.292388
"45319","1996",81,3.632955
"50532","1980",869,4.034575
"68797","1986",201,3.706127
"46954","1996",77,3.823912
"48749","2002",178,3.357929
"85292","1987",34,3.244861
"79534","1969",318,3.479887
"19388","1975",374,3.985714
"84891","1947",543,3.701651
"48853","1995",9,3.33412
"90114","2000",391,3.202703
"1288","1994",558,3.493687
"68093","1993",381,4.457542
"24585","1954",515,4.199701
"38633","1998",806,3.534112
"67324","2004",350,3.751418
"63633","2002",717,3.175086
"9492","2000",616,3.558669
"94088","2000",677,3.383444
"14776","1994",619,4.195069
"38863","1975",490,3.886148
"81310","2000",122,2.885803
"13800","1986",59,3.49607
"12242","1997",696,3.616956
"88223","2003",22,2.892515
"96730","1997",214,3.572358
"17562","1982",596,3.830012
"38734","2001",527,3.223061
"66574","1999",200,3.603121
"72537","2005",404,3.881081
"9785","1971",304,3.859445
"52401","1939",59,3.811511
"94978","2000",546,3.380557
"14523","2002",877,3.594035
"48666","1999",393,3.962955
"7680","1999",301,3.685215
"13499","1999",398,3.517241
"65962","1999",132,3.70117
"15104","1988",255,2.99307
"28141","2003",483,4.087276
"31144","2005",603,3.42992
"13634","1998",314,3.238407
"87885","1994",207,3.714657
"90771","2002",113,3.351864
"50601","1985",246,3.821087
"61297","1999",615,3.849987
"38121","1984",761,3.86538
"50440","2001",627,3.892619
"68394","2002",746,2.105229
"24311","2004",285,3.398866
"70346","2003",90,3.514566
"63249","1987",640,3.356298
"58625","1941",745,3.89311
"74055","2001",505,3.517564
"49429","1985",262,3.442387
"50422","2004",308,3.992179
"9229","1996",636,3.728586
"37589","1998",989,3.886189
"74360","2002",285,3.973624
"67429","2002",935,3.538392
"32789","1993",827,3.715727
"2047","2005",428,3.798969
"33769","2004",776,4.165076
"2565","2003",328,3.861951
"56057","1997",167,3.708928
"75651","1982",301,3.595228
"77731","1995",823,3.536743
"89557","2004",423,3.580918
"48741","1977",441,3.812057
"73673","1993",111,4.066515
"59826","1993",2,3.790753
"61523","1992",560,3.493031
"16433","2000",749,4.203065
"11627","1995",737,3.717364
"48290","2000",503,3.784194
"97394","1989",484,4.333289
"27903","1996",423,3.242424
"67014","1998",772,3.378151
"83128","1963",368,3.801148
"33359","1999",88,4.230879
"5930","2000",766,3.851273
"50631","1992",812,3.818322
"1797","1989",276,3.642384
"75409","2003",688,3.418101
"45191","1939",376,4.131114
"56853","1990",302,3.762907
"71755","2003",661,3.136057
"66470","2002",306,3.174824
"85512","2000",720,3.813252
"7302","1979",429,3.269671
"54724","2004",360,3.15432
"88195","1980",356,3.34492
"81972","1999",26,4.425922
"78397","1976",132,3.543517
"60706","1995",158,3.263491
"99455","2004",574,3.369578
"41540","2003",632,3.311109
"78666","2004",697,3.227106
"41171","2004",629,3.256971
"88285","2003",675,3.04415
"46087","1992",103,3.435278
"20926","1985",185,3.056653
"58271","2002",717,3.175086
"40672","2003",661,3.136057
"21802","2004",886,3.008638
"59103","2002",736,3.291538
"1891","2002",415,3.751165
"6389","2000",310,3.144475
"25960","2004",554,3.550247
"38732","1977",200,4.504505
"17807","2004",276,3.265995
"9335","1984",558,3.486855
"93733","1991",276,3.633206
"35177","2002",152,3.757467
"42884","1992",12,2.791299
"37665","1987",214,2.518072
"72696","1984",558,3.486855
"42323","1970",795,3.89332
"94851","1999",564,3.785559
"62654","2003",604,3.686217
"8441","1997",365,3.745065
"61630","1998",412,3.459095
"26560","1962",422,4.292388
"57506","1996",791,3.25743
"37792","1985",573,3.691555
"91448","2000",610,3.734414
"70358","1984",378,3.839199
"30232","2004",705,2.859825
"20012","2003",26,4.211198
"29446","1999",393,3.962955
"79385","1990",369,3.269134
"50201","1969",258,3.744835
"95214","1992",165,2.977601
"69120","1988",328,3.934318
"90373","1995",693,3.401419
"93848","2000",931,3.069127
"57600","1999",735,2.87523
"78418","2002",269,3.082416
"42263","1986",400,3.526087
"95274","2003",22,3.720851
"22769","2002",448,3.973433
"19870","1998",474,3
"61210","1995",209,4.294731
"70657","2000",616,3.475231
"40494","1998",953,3.866579
"37488","2001",551,3.137438
"94080","1999",615,3.029171
"93860","2001",802,3.85996
"40671","2003",135,3.267555
"92570","1979",280,3.802321
"30766","2003",406,3.55219
"67117","1983",200,4.460864
"11414","1990",369,3.269134
"60693","2003",234,3.545634
"55167","2002",75,3.150811
"17775","1986",223,3.032258
"61888","2004",722,4.00846
"33248","1996",436,3.509485
"79355","2004",350,3.751418
"49324","1995",753,3.28125
"73259","1997",153,3.129555
"39560","1999",511,3.739393
"28979","2001",757,3.634672
"92510","1999",253,3.587593
"5874","2003",511,3.480931
"65313","1999",239,3.698874
"20314","2000",246,3
"87440","1999",33,3.38769
"79344","2000",441,3.910989
"49352","1974",604,4.004545
"42981","2003",531,3.981915
"4565","1976",811,3.608032
"83593","1988",554,3.892577
"57162","1988",757,2.748954
"7833","2004",286,3.636217
"26887","2003",632,3.311109
"17543","2001",802,3.85996
"81102","1993",276,3.791925
"40662","1996",66,4.032409
"38440","1999",841,3.639514
"88178","2003",480,4.154146
"40721","1998",575,3.938465
"58724","1995",905,3.629654
"32733","2004",285,3.398866
"27429","2000",136,3.776416
"63758","1995",285,4.082388
"14922","2004",401,3.514684
"16675","2001",757,3.64622
"43331","1998",167,4.232445
"60701","2002",445,3.158628
"51894","1992",580,3.813993
"29715","2004",757,3.298825
"51375","1946",405,3.997121
"78917","1994",129,3.614911
"26319","2004",395,3.492618
"56450","2002",686,3.38172
"33684","1976",318,3.644989
"72848","2002",415,3.239231
"65070","1986",412,3.832796
"54606","1988",554,3.892577
"74821","1991",826,3.836612
"15880","2004",542,4.081838
"15138","1976",551,3.954659
"66643","2005",137,3.668504
"10474","1990",841,3.607223
"54496","1996",629,3.133772
"59402","2000",279,3.789395
"18735","2005",710,3.597737
"78579","2002",624,3.399151
"36593","1999",897,3.816195
"34852","2001",58,4.289239
"42503","2005",62,4.014265
"54971","2002",94,2.593681
"1043","2002",877,3.594035
"36571","1992",241,3.562302
"13523","2003",249,3.73486
"33816","1971",567,3.600483
"80082","1992",652,3.314659
"62793","2000",172,3.891159
"53201","2002",200,3.549751
"89136","2004",401,3.514684
"1211","2001",149,3.443992
"50636","1998",130,3.13498
"47140","2000",448,3.387219
"52064","1986",581,3.172378
"10844","2001",336,3.434391
"99020","1967",7,4.137202
"40146","1959",507,3.764681
"6445","1995",668,3.338985
"80274","2001",553,3.570778
"1539","2003",406,3.55219
"38765","1994",25,3.219437
"52502","1983",819,3.731006
"72233","1999",272,2.855278
"18648","2002",645,3.234633
"78785","1992",496,3.275178
"14340","2004",428,3.716396
"21742","1995",11,3.952801
"67785","1987",580,3.971653
"84946","1995",264,3.80996
"10006","2004",350,3.658373
"57466","1988",638,3.819241
"85429","2000",409,3.512847
"74499","2000",58,4.236004
"17750","2003",675,3.04415
"48520","2002",777,3.78504
"91320","1985",64,2.992322
"35560","1992",55,3.110098
"43633","1997",811,4.164486
"48565","1996",107,3.770553
"32886","1997",761,3.824836
"9843","2003",298,3.011834
"57498","2003",661,3.136057
"17353","1993",672,3.270498
"20726","2000",147,3.891397
"20512","1993",418,3.810119
"24762","2001",620,3.534279
"99026","1997",897,3.752749
"48068","2002",714,3.843165
"44510","1945",415,3.751861
"63414","1980",336,3.735865
"3510","1941",731,4.021559
"31803","1986",654,3.447115
"74113","2001",603,4.283961
"23739","2001",166,2.533654
"36039","2004",338,3.08685
"48698","1977",133,3.392157
"31505","1981",246,3.613602
"26500","1998",58,4.16736
"51851","1965",373,3.98033
"94174","1998",366,3.762952
"68056","2002",736,3.291538
"36056","1978",371,4.004934
"21598","1991",598,3.482967
"16067","1997",167,3.708928
"47852","1992",599,3.733984
"70888","2002",132,3.509512
"61011","2004",92,4.190134
"6255","1997",491,3.75777
"60811","2002",563,3.554369
"16381","2001",417,3.183512
"68704","2001",286,3.077287
"35721","1992",496,3.275178
"76078","1973",784,3.744528
"43863","2002",138,3.078568
"86630","1993",418,3.810119
"87344","2003",280,2.987257
"57142","1999",699,3.560209
"44765","2000",218,3.78264
"20243","1976",301,3.771539
"87144","1988",156,3.6953
"76850","2002",697,3.824967
"38839","2000",720,3.813252
"16629","1987",840,3.514051
"35370","1997",948,3.366071
"61619","1997",273,3.621725
"68476","2004",71,3.255195
"71248","2005",250,3.558098
"24110","2004",895,2.988401
"74064","1997",65,3.473873
"3139","1977",116,3.718869
"90229","1964",612,3.272933
"74561","2003",493,3.072143
"49714","2002",183,3.879123
"77039","2001",406,3.219777
"26756","2004",499,2.404874
"86456","1987",72,3.702723
"9914","1997",175,3.474259
"1775","2004",637,3.271531
"69488","2004",684,3.799676
"72530","2002",702,4.314291
"12704","1999",326,3.298474
"5503","1986",291,3.985896
"637","1992",599,3.733984
"92080","1952",779,3.600386
"93646","1995",96,4.352089
"76874","1986",740,3.40503
"91045","1998",402,3.474549
"41579","1985",359,3.548677
"95408","1991",75,3.408917
"62466","2004",88,3.57988
"27273","1995",350,3.81084
"34255","2003",255,3.549393
"45821","1999",107,3.628809
"65608","2002",746,4.172963
"1672","1999",26,4.425922
"71983","1977",200,4.504505
"18053","1952",125,4.055876
"99737","1998",580,3.52642
"58683","2004",292,3.496145
"37126","2003",618,4.37501
"73280","2004",554,3.550247
"49893","1995",254,3.814631
"73504","2003",148,4.279915
"49020","2000",674,3.236626
"23910","1989",484,4.333289
"68071","2000",59,3.848162
"84922","2003",48,3.088341
"75607","1995",561,3.962252
"31081","2002",114,3.520738
"15933","1995",843,3.044191
"1867","2001",137,3.3049
"68950","1994",652,3.367352
"85731","1995",579,3.218231
"96104","2002",183,3.879123
"62468","1998",493,3.576333
"35907","2003",284,3.512085
"22906","1975",709,4.277093
"62002","1984",579,3.103648
"89671","2001",603,4.283961
"22607","1954",737,3.9684
"4679","1984",255,3.83355
"13510","1998",64,2.915324
"34602","2002",466,3.304382
"42006","1998",532,3.632603
"58087","1980",709,3.751808
"99731","2001",603,4.283961
"7233","1998",366,3.762952
"14910","1980",350,3.226645
"39439","1998",257,3.639784
"16997","1987",57,3.139764
"57237","2002",200,3.549751
"85060","2002",574,3.373597
"73244","1951",951,3.94674
"7847","2000",727,3.616613
"86804","1997",225,3.577129
"21014","1994",215,3.367888
"39297","2001",318,3.294685
"59511","1994",257,3.577313
"74496","2002",392,2.077405
"47482","2004",480,4.010509
"45854","2000",554,3.3613
"20319","1962",375,3.491577
"55384","1963",132,3.814269
"21085","1978",563,4.061363
"47794","2004",178,3.478505
"65758","2001",586,3.398229
"27218","1995",737,2.794239
"55967","2000",100,3.475493
"19417","1983",698,2.715084
"89503","2004",239,3.036021
"80913","1999",132,3.70117
"78667","2001",553,3.570778
"75907","1999",152,3.786779
"47466","2001",475,3.198742
"21765","1998",177,3.867061
"11285","1995",630,3.039629
"92347","2000",409,3.425384
"5624","2003",759,3.382686
"50480","2002",269,3.082416
"61766","1999",52,4.325446
"88811","2004",42,3.421756
"59514","2001",354,4.012029
"40683","1999",564,3.785559
"34016","2002",846,3.078341
"78241","1983",26,3.953372
"69859","2000",48,3.56595
"21276","1998",299,4.294902
"50737","1999",568,3.292965
"64202","2000",554,3.3613
"71437","1963",101,4.164126
"89320","2000",279,3.789395
"42281","1985",563,3.392009
"51047","1954",581,4.01843
"12046","1971",623,3.734911
"99423","2000",813,3.598369
"96759","2000",126,3.020679
"24649","1998",366,3.762952
"83481","1996",298,3.472791
"27933","1991",455,2.992729
"13177","2001",88,3.044677
"91518","2002",148,4.703023
"67720","2000",279,3.789395
"4618","2003",418,3.535834
"60521","1994",690,3.226102
"71978","2003",17,4.068354
"94187","2004",420,2.868432
"33284","1994",524,3.967309
"35320","1989",316,4.056715
"82130","2003",52,3.970668
"91084","1998",299,3.54595
"33971","2002",624,3.257889
"98288","1996",805,3.574021
"35040","2004",132,4.194235
"77852","1986",108,4.173341
"50104","1998",646,3.700763
"78003","1997",273,3.621725
"11867","1990",548,3.26643
"4653","1988",718,3.526558
"10904","1999",712,3.413191
"20735","2001",443,2.547433
"67526","1996",529,3.72429
"96641","2003",13,4.723066
"1582","1990",302,3.762907
"96664","1998",68,3.582925
"88461","2003",90,3.514566
"88435","1987",263,3.479933
"54025","2004",499,3.517816
"15221","2005",554,3.226142
"79455","1989",406,3.498971
"7938","2000",966,3.750829
"17205","2004",982,3.56256
"54203","2004",560,3.274906
"45914","2003",272,2.690228
"43255","1991",829,2.986957
"41399","2001",274,4.342315
"34829","2003",63,2.947022
"61744","1985",393,3.38369
"17410","1996",163,3.371996
"81342","1995",509,3.37229
"67362","2002",124,4.232102
"71854","2002",42,3.499955
"89914","1996",420,3.952594
"21810","1994",25,3.219437
"866","1978",465,3.796158
"1051","2001",627,3.892619
"37170","2002",397,3.280819
"96185","2001",351,3.451661
"30792","1999",131,3.076764
"44332","2003",406,3.914493
"81047","1987",333,3.538324
"51435","1992",359,3.844548
"99280","1992",749,4.181926
"12461","2004",928,3.540986
"71504","1988",156,3.448189
"23809","1979",769,3.648646
"59309","2000",258,3.710076
"59403","2004",401,3.514684
"70307","2002",190,3.929398
"80300","1992",813,3.517339
"69660","1997",948,3.366071
"82445","1990",737,3.036177
"53733","2004",133,3.54105
"24021","1963",369,3.712602
"79375","2002",788,3.35914
"76457","2000",308,3.787224
"27770","1988",156,3.6953
"83874","2000",499,2.989924
"57576","2000",80,3.39165
"21177","1998",299,4.294902
"25755","1996",529,3.72429
"286","2002",706,3.017132
"36633","2000",40,2.959094
"46398","2000",393,3.263947
"56842","2002",42,3.499955
"12360","1998",21,3.522611
"71307","2004",499,3.517816
"18867","1995",463,3.249197
"66635","2002",541,3.09068
"72202","1992",160,4.003484
"97888","1987",784,3.710361
"28372","1988",407,3.225527
"25641","1999",167,4.318937
"82189","2000",259,3.68911
"44408","1988",258,3.713749
"4969","1997",629,3.391542
"93261","1999",943,3.48652
"4796","2002",415,3.751165
"29747","1996",302,3.919933
"80489","1996",813,3.582458
"73380","2001",3,3.509243
"12505","2004",42,3.468325
"86172","1990",302,3.762907
"14886","2002",290,2.854417
"31346","2005",603,3.42992
"43827","2004",480,4.010509
"86180","2002",279,3.301417
"42581","1972",509,3.687554
"82565","1981",203,3.665507
"87901","2001",986,3.446671
"25531","1985",576,3.280121
"64040","1994",317,4.59329
"71240","1999",237,2.605096
"22883","1962",569,3.813239
"75720","1997",167,3.708928
"62070","1985",59,4.053373
"15884","2004",88,3.57988
"70836","2004",553,3.527308
"59996","1999",604,3.155789
"58107","1997",811,4.164486
"11104","1987",254,3.454727
"49771","2002",570,3.495552
"28400","2001",251,3.279928
"66340","2000",259,3.68911
"63132","1980",315,3.462092
"4841","1987",428,3.386663
"5583","2004",560,3.274906
"43195","1987",72,3.702723
"54299","1987",529,3.565362
"52801","2000",166,3.230544
"19271","2005",309,3.762713
"81445","1971",555,3.763822
"96339","1987",333,3.538324
"70651","1984",179,4.075848
"21603","2000",720,3.813252
"31981","1985",406,3.915145
"16692","1985",664,3.672007
"56002","2003",563,3.148614
"77283","1997",811,4.164486
"1006","2003",17,4.068354
"27293","2003",563,3.148614
"73859","1999",728,4.18396
"11148","1980",190,3.288518
"30756","2002",397,3.280819
"19086","1998",477,3.526671
"91592","1994",469,3.067788
"7382","1990",209,3.904908
"59443","2003",689,3.5042
"76688","2001",351,3.451661
"92936","2003",29,3.388183
"44272","2004",450,3.694849
"44067","1983",466,3.934691
"89480","2002",58,4.333822
"30495","1975",490,3.886148
"21152","1994",85,3.448358
"3861","2004",982,3.56256
"41828","2002",220,3.276799
"87986","1990",925,3.309295
"42417","2001",710,3.476678
"66871","1998",289,3.495591
"82942","1997",75,3.400363
"54936","2001",215,3.625289
"96103","2002",174,3.602543
"77926","2003",861,2.77048
"19379","2004",146,3.692771
"81183","2002",704,3.444019
"76923","1978",564,3.757677
"88872","1993",419,3.2912
"56924","1999",464,3.572587
"77520","1990",397,4.284265
"7538","1994",374,4.064076
"66162","1997",811,4.164486
"23441","2004",574,3.369578
"16714","1996",474,3.459861
"98091","2005",210,4.076811
"93130","2004",659,2.924365
"63004","1999",310,3.485021
"65495","2003",386,3.533984
"69083","2002",33,3.038394
"24355","2003",512,3.466466
"98474","2000",535,3.878465
"6652","1995",344,2.842554
"19346","1984",579,3.103648
"85021","2004",8,3.195432
"92003","1979",554,3.862947
"81839","1987",704,4.110475
"82665","2001",246,4.034463
"15410","1998",772,3.378151
"10144","1999",712,3.413191
"62333","1988",328,3.547967
"21787","2003",450,3.308089
"44780","2005",133,3.293684
"29584","1981",68,3.746993
"43237","1990",621,3.660001
"7662","2004",401,3.415171
"44350","1983",391,4.100614
"58324","2003",519,4.427099
"81149","1983",200,4.460864
"19013","2002",42,3.129635
"45019","1964",358,3.745693
"15055","1995",358,3.593476
"41447","1971",397,3.074689
"57819","1992",570,3.602605
"20442","1999",564,3.785559
"37711","2003",576,3.371868
"44061","2003",281,3.946369
"57611","1995",285,4.082388
"34667","1999",615,3.849987
"60238","1999",393,3.962955
"23228","1992",197,3.938161
"84722","1980",200,4.543761
"96298","1994",355,4.111245
"65932","2003",632,3.311109
"18808","2002",148,4.703023
"60000","2004",379,4.309204
"39320","1985",406,3.915145
"85255","1999",605,3.817425
"26317","2004",631,3.616261
"90317","1993",464,2.699867
"98296","2004",554,3.550247
"65574","1963",555,3.611535
"72778","1994",93,3.587234
"28696","2003",603,2.638015
"96193","1992",879,3.859525
"9959","2004",369,3.415611
"20500","2001",92,4.091973
"96985","1978",846,3.249441
"77184","1987",52,4.035021
"99755","2003",48,3.088341
"90656","2002",354,3.626271
"99436","1998",670,3.079456
"86170","2003",604,3.686217
"86099","2003",22,3.720851
"31643","2003",454,4.094157
"59205","1991",50,4.026017
"1990","1968",694,3.924677
"14105","1980",823,3.863433
"60148","2001",251,3.279928
"86080","1987",811,3.851555
"5960","1997",487,3.684959
"86381","1999",841,3.639514
"5331","1998",474,3
"31536","2004",88,3.57988
"73812","2004",281,3.764415
"93","1995",264,3.80996
"7977","2000",448,3.387219
"77271","2000",308,3.787224
"44973","1998",596,2.780228
"92980","2003",661,3.136057
"74398","2003",688,3.418101
"35035","2000",379,2.949544
"93502","2004",509,3.105687
"73156","2004",724,3.585474
"30597","2003",686,3.837031
"93676","1979",414,3.98285
"79298","2003",402,3.326163
"35306","1986",339,3.759592
"38465","1993",381,4.457542
"9188","1987",784,3.710361
"48118","2002",66,3.52346
"16702","2002",164,2.828804
"6998","2001",274,4.342315
"81945","1989",468,4.032698
"23317","1990",328,3.874285
"80600","1987",113,3.722568
"874","2000",649,3.256433
"77460","1993",38,3.759085
"80143","1999",110,3.552198
"14972","2003",29,3.761979
"15362","2001",265,2.996884
"28861","1974",661,3.129147
"16918","1993",856,3.541243
"77743","1999",603,2.983914
"32711","1973",118,3.989826
"17168","1997",493,3.817912
"75203","1994",310,3.859461
"87826","1975",490,3.886148
"3156","1993",527,3.82545
"42874","1995",685,3.776072
"17849","2004",177,3.975047
"83038","2004",9,3.562265
"49988","2001",729,3.406112
"75207","1999",605,3.581619
"65285","2003",563,2.240713
"71267","2001",475,3.198742
"90851","1998",452,3.526743
"39382","2004",42,3.468325
"61570","2005",710,3.597737
"78415","2004",895,2.988401
"64715","1997",882,3.702682
"6640","2004",693,2.60922
"77809","2004",428,3.716396
"66996","2004",444,3.503421
"63575","2004",508,3.435829
"30498","1975",439,2.884714
"81273","2002",344,3.800375
"33192","2000",766,3.851273
"15320","2001",247,3.706658
"12331","2000",855,3.897963
"13346","1992",439,3.51003
"67659","2004",241,3.153153
"94598","1999",393,3.962955
"45132","1987",25,3.338812
"16239","2001",124,4.169092
"57668","2000",124,2.256325
"69531","2004",844,3.710885
"93474","1994",645,3.333227
"59680","1973",784,3.744528
"11920","1986",255,3.397693
"66006","1996",852,2.667182
"18686","2003",386,3.533984
"49431","1995",557,3.728348
"29505","2002",298,3.63001
"33081","2003",29,3.761979
"50429","2004",400,2.991963
"36828","1965",194,3.730181
"89350","1996",129,3.773549
"49105","1990",209,3.904908
"91902","1971",242,3.96719
"65519","2004",400,3.190911
"1842","1978",465,3.796158
"40586","1999",841,3.639514
"82916","1994",466,3.513482
"62651","2002",935,3.538392
"55642","2004",456,3.728247
"24017","2000",324,4.406146
"98581","1996",141,2.8125
"84358","2001",82,3.583893
"22474","2000",258,3.710076
"61447","2001",890,3.59859
"27188","2002",124,4.232102
"48696","2004",832,4.144885
"97401","1944",736,4.167382
"83084","2003",427,2.906819
"90968","2001",417,3.183512
"14968","1994",25,3.219437
"26302","1994",543,3.681451
"68431","2000",354,3.716948
"3253","1998",659,3.935818
"81717","1965",326,4.051303
"63909","1997",260,3.597048
"60406","2001",511,3.492418
"8947","2004",397,3.149153
"35383","2004",423,3.580918
"69764","2001",241,4.088598
"48100","1995",178,3.429043
"46286","2003",454,4.289201
"46814","2001",76,3.75732
"90692","2004",168,3.046358
"1734","1997",260,3.597048
"39848","1986",436,3.44799
"27433","1998",177,3.867061
"59904","1989",316,4.056715
"66567","2004",552,2.129169
"1395","2005",841,4.306278
"78838","2001",120,3.118623
"48777","2002",526,3.145374
"60394","1951",951,3.94674
"10271","1999",107,3.628809
"1389","1999",359,3.334667
"28457","1996",42,3.412418
"19423","1961",281,3.768557
"43240","1981",133,3.817475
"13270","2004",659,2.924365
"33126","1994",791,4.094501
"43908","1995",580,3.561313
"7280","1996",42,3.412418
"83954","1999",943,3.48652
"74213","2004",832,4.144885
"30297","2001",394,3.057342
"56732","2001",274,4.342315
"20333","1999",851,3.25113
"81621","1995",640,3.603228
"95868","2004",992,3.80856
"35784","1994",645,3.333227
"77388","1996",167,4.060645
"38595","1983",274,3.833345
"6269","1999",756,3.140762
"89534","1986",24,3.827354
"62876","1996",231,3.729131
"65355","2004",555,3.557411
"8191","2000",259,3.68911
"48256","1964",878,3.837592
"75674","2004",133,3.54105
"44503","2002",183,3.879123
"13481","1992",43,3.532671
"49040","1984",95,3.891509
"12053","1995",379,4.371916
"98632","2003",631,3.349158
"65446","2003",130,3.417129
"93124","1999",887,3.629432
"22340","2001",806,3.091067
"1754","1997",383,4.175244
"48348","2002",59,3.620066
"44020","1999",793,3.386253
"58015","2001",923,2.956989
"22454","1998",386,3.925542
"93448","1991",135,4.404675
"19604","1999",841,3.639514
"28873","2004",152,3.910232
"48735","2000",328,3.346214
"26380","2003",261,3.210328
"8264","2005",604,3.677253
"23430","2000",790,3.409772
"36326","1999",611,3.051019
"68802","1990",321,2.87014
"59711","1996",107,3.770553
"35369","1986",740,3.40503
"70712","2005",22,3.405241
"30114","1984",737,3.358244
"18822","2001",475,3.198742
"84617","2000",255,3.234116
"89462","1998",708,3.505587
"43054","1953",647,3.777193
"60388","1997",569,3.525545
"85811","2004",521,4.186571
"78004","2004",350,3.751418
"7300","1997",273,3.621725
"82174","1969",258,3.744835
"48116","2000",503,3.784194
"5005","2001",11,2.994252
"38753","1942",380,2.988117
"98881","2003",588,3.234252
"60898","2002",450,3.42341
"91125","1998",368,3.642593
"8981","2003",255,3.549393
"31951","2004",872,3.259363
"69968","1998",243,3.876095
"10333","2004",706,3.679983
"85450","2004",377,3.373453
"41312","1999",88,4.230879
"92649","1988",750,3.242025
"52912","1994",134,3.8615
"59314","1995",512,3.75296
"25679","1989",910,4.027797
"58961","1998",423,3.571937
"42606","2002",736,3.291538
"40745","1990",33,3.24825
"44106","1986",43,4.140457
"9155","2003",102,3.497772
"2569","1994",201,3.138377
"78237","1989",491,3.325481
"68252","1951",136,3.53218
